author_adjlist,author_metis,verified,activity,defaultprofile,userurl,hashtag,tweeturl,mentions,media,retweets
4494035       ,5275        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
1725070       ,6436        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,4
4525795       ,3682        ,0       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,0
7834471       ,861         ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,0
4600752       ,481         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,2
1427380       ,4224        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
7252360       ,538         ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,3
8158073       ,7730        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
9042606       ,317         ,0       ,1       ,1             ,0      ,1      ,0       ,1       ,0    ,1
4600752       ,481         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
2478667       ,5563        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,1
4564673       ,6784        ,0       ,1       ,1             ,1      ,1      ,1       ,0       ,0    ,0
962050        ,7105        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,0
4494035       ,5275        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,8
6472251       ,7375        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,9
7126074       ,1037        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,1
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,1
7012593       ,924         ,0       ,1       ,1             ,0      ,0      ,1       ,0       ,0    ,0
7283197       ,1408        ,0       ,1       ,1             ,0      ,1      ,0       ,0       ,1    ,0
7481426       ,7263        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,1
4600752       ,481         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,2
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,8
1629981       ,6112        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
2780400       ,2800        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,1
2229006       ,7652        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,1
7543383       ,5650        ,0       ,1       ,0             ,0      ,0      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,2
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,2
641743        ,4697        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,0
8983469       ,6530        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,1
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,2
5934660       ,4225        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
7502831       ,3512        ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,0
2301492       ,2379        ,0       ,1       ,1             ,0      ,1      ,0       ,1       ,0    ,1
5374885       ,2794        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
7252360       ,538         ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,2
8236298       ,8388        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,1
5246326       ,5585        ,0       ,0       ,1             ,1      ,1      ,0       ,0       ,0    ,0
2346371       ,8093        ,0       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,0
7442001       ,1797        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
1427380       ,4224        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
2346371       ,8093        ,0       ,1       ,0             ,1      ,1      ,0       ,1       ,1    ,0
7126074       ,1037        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
2346371       ,8093        ,0       ,1       ,0             ,1      ,0      ,0       ,1       ,0    ,2
6800157       ,981         ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,2
7283197       ,1408        ,0       ,1       ,1             ,0      ,1      ,0       ,1       ,0    ,0
7252360       ,538         ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,1
8158073       ,7730        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,2
1427380       ,4224        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
3190211       ,6141        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
7252360       ,538         ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,1    ,1
7283197       ,1408        ,0       ,1       ,1             ,0      ,1      ,0       ,1       ,1    ,0
7283197       ,1408        ,0       ,1       ,1             ,0      ,1      ,0       ,0       ,1    ,0
2442059       ,3144        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,1
1000809       ,6325        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,0
277832        ,3979        ,0       ,1       ,0             ,0      ,1      ,0       ,1       ,0    ,4
313007        ,4473        ,0       ,0       ,1             ,1      ,1      ,0       ,0       ,0    ,0
641743        ,4697        ,0       ,0       ,0             ,0      ,1      ,1       ,1       ,0    ,28
2145092       ,2784        ,0       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,6
3326272       ,94          ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
1739451       ,6391        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
4486566       ,5284        ,0       ,0       ,1             ,1      ,0      ,0       ,1       ,1    ,0
1702998       ,1031        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
4494860       ,72          ,0       ,1       ,1             ,1      ,0      ,1       ,0       ,0    ,0
1503565       ,699         ,0       ,0       ,0             ,0      ,0      ,1       ,1       ,0    ,0
7283197       ,1408        ,0       ,1       ,1             ,0      ,1      ,0       ,0       ,0    ,0
8214250       ,8148        ,0       ,1       ,1             ,0      ,0      ,0       ,1       ,0    ,1
6309480       ,6538        ,0       ,0       ,1             ,0      ,0      ,1       ,1       ,0    ,0
551416        ,4893        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,1    ,0
336114        ,6577        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,1
6271319       ,2583        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,1    ,1
2036564       ,4521        ,0       ,0       ,0             ,1      ,0      ,0       ,1       ,0    ,0
3037056       ,5805        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,1    ,0
1271166       ,4341        ,0       ,0       ,0             ,0      ,1      ,1       ,0       ,0    ,1
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,1       ,1       ,1    ,11
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,0       ,1       ,0    ,2
3462342       ,8370        ,0       ,0       ,1             ,1      ,0      ,1       ,0       ,0    ,15
641743        ,4697        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,1    ,1
4375544       ,2264        ,0       ,1       ,1             ,0      ,0      ,1       ,1       ,0    ,1
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,0       ,1       ,0    ,4
1149931       ,1168        ,0       ,0       ,1             ,1      ,0      ,1       ,1       ,1    ,1
2398931       ,6954        ,0       ,0       ,1             ,1      ,1      ,0       ,0       ,0    ,25
5627081       ,1906        ,0       ,0       ,0             ,1      ,0      ,0       ,1       ,0    ,35
3254294       ,6219        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,1    ,0
4181174       ,3481        ,0       ,0       ,1             ,1      ,1      ,1       ,0       ,0    ,0
7283197       ,1408        ,0       ,1       ,1             ,0      ,1      ,0       ,0       ,0    ,0
3089090       ,2364        ,1       ,0       ,0             ,1      ,0      ,0       ,1       ,1    ,10
9182265       ,2588        ,0       ,1       ,0             ,1      ,0      ,1       ,0       ,0    ,0
2212565       ,2896        ,1       ,0       ,0             ,0      ,0      ,0       ,1       ,1    ,10
8484231       ,1005        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,2
2762543       ,7070        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,0
8335642       ,137         ,0       ,1       ,0             ,0      ,1      ,0       ,1       ,0    ,0
3089090       ,2364        ,1       ,0       ,0             ,1      ,0      ,1       ,1       ,0    ,2
1087609       ,6979        ,0       ,0       ,1             ,0      ,1      ,1       ,1       ,0    ,0
67823         ,4730        ,0       ,0       ,0             ,0      ,0      ,1       ,0       ,0    ,0
5334800       ,4464        ,0       ,1       ,0             ,0      ,1      ,0       ,1       ,1    ,9
5323818       ,1355        ,0       ,0       ,1             ,0      ,0      ,0       ,0       ,0    ,0
7126074       ,1037        ,0       ,0       ,1             ,1      ,1      ,0       ,0       ,0    ,8
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,1       ,1       ,0    ,11
1060872       ,1940        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,1    ,1
6681444       ,403         ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,1    ,0
2807142       ,197         ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,2
554569        ,831         ,0       ,0       ,0             ,0      ,0      ,1       ,1       ,0    ,1
2807142       ,197         ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,0
2807142       ,197         ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,0
2807142       ,197         ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,0
5208349       ,2535        ,0       ,0       ,0             ,0      ,1      ,1       ,1       ,0    ,0
2964494       ,5815        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,0
2807142       ,197         ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,0
3777336       ,3895        ,0       ,0       ,0             ,0      ,0      ,0       ,0       ,0    ,1
1087609       ,6979        ,0       ,0       ,1             ,0      ,1      ,1       ,0       ,0    ,0
2807142       ,197         ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,0       ,1       ,1    ,1
683161        ,4162        ,0       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,0
3219749       ,3176        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,1    ,3
8335642       ,137         ,0       ,1       ,0             ,0      ,1      ,0       ,1       ,1    ,1
9042606       ,317         ,0       ,1       ,1             ,0      ,1      ,0       ,1       ,0    ,2
1143742       ,7662        ,0       ,1       ,0             ,1      ,0      ,0       ,1       ,1    ,0
6994995       ,6203        ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,1
5971643       ,709         ,0       ,1       ,0             ,0      ,1      ,0       ,0       ,0    ,10
7005361       ,7089        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,7
487733        ,5150        ,0       ,0       ,0             ,1      ,0      ,1       ,1       ,0    ,0
2780400       ,2800        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,1    ,0
2043404       ,7441        ,0       ,1       ,1             ,1      ,0      ,0       ,1       ,0    ,0
4312769       ,2992        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
1559022       ,5671        ,0       ,0       ,0             ,0      ,1      ,1       ,1       ,0    ,8
6244880       ,6666        ,0       ,0       ,0             ,0      ,1      ,1       ,0       ,0    ,1
2026359       ,3753        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
7351389       ,7125        ,0       ,1       ,0             ,1      ,0      ,0       ,1       ,0    ,0
2718953       ,4398        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,2
641743        ,4697        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,1    ,3
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,0       ,0       ,1    ,5
3210716       ,6840        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,1    ,0
3089090       ,2364        ,1       ,0       ,0             ,1      ,0      ,0       ,1       ,1    ,3
8898941       ,3508        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,4
641743        ,4697        ,0       ,0       ,0             ,0      ,1      ,1       ,1       ,0    ,6
984395        ,3385        ,0       ,0       ,0             ,1      ,0      ,0       ,1       ,1    ,0
6552155       ,3571        ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,0       ,1       ,1    ,2
3655807       ,4329        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,0
8484231       ,1005        ,0       ,0       ,1             ,0      ,0      ,1       ,1       ,0    ,3
283096        ,7388        ,0       ,0       ,0             ,1      ,0      ,1       ,1       ,0    ,4
6043404       ,8392        ,0       ,1       ,1             ,0      ,1      ,0       ,0       ,0    ,0
6244880       ,6666        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,1    ,0
6599683       ,5296        ,1       ,0       ,0             ,1      ,0      ,0       ,1       ,1    ,14
2762543       ,7070        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,0
1533311       ,2911        ,0       ,0       ,0             ,1      ,0      ,1       ,1       ,0    ,2
2201419       ,6891        ,0       ,0       ,1             ,0      ,1      ,1       ,0       ,1    ,0
5295730       ,5583        ,0       ,1       ,0             ,1      ,0      ,1       ,0       ,0    ,2
4736663       ,4760        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,0    ,0
4449242       ,2905        ,0       ,0       ,0             ,1      ,0      ,1       ,0       ,0    ,0
283096        ,7388        ,0       ,0       ,0             ,1      ,0      ,1       ,1       ,0    ,1
3026167       ,3672        ,0       ,1       ,0             ,1      ,0      ,1       ,0       ,1    ,0
873942        ,8195        ,0       ,1       ,1             ,1      ,0      ,1       ,0       ,1    ,0
7114938       ,2458        ,1       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,11
4608687       ,2200        ,0       ,1       ,0             ,0      ,0      ,1       ,1       ,1    ,0
3441773       ,7858        ,0       ,1       ,0             ,0      ,0      ,0       ,0       ,0    ,31
6894874       ,5207        ,0       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,0
820600        ,3764        ,0       ,1       ,1             ,0      ,0      ,1       ,1       ,0    ,5
7028851       ,3595        ,0       ,0       ,0             ,0      ,1      ,1       ,0       ,0    ,0
1022348       ,3752        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,3
7252360       ,538         ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,1    ,0
5501980       ,2840        ,0       ,1       ,0             ,0      ,1      ,1       ,1       ,0    ,4
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,1       ,1       ,0    ,1
6271319       ,2583        ,0       ,0       ,0             ,1      ,0      ,1       ,1       ,1    ,5
1448310       ,689         ,0       ,1       ,0             ,1      ,1      ,1       ,0       ,0    ,0
345299        ,3526        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,13
345299        ,3526        ,0       ,0       ,0             ,1      ,0      ,0       ,1       ,0    ,8
6706415       ,5810        ,0       ,0       ,1             ,0      ,0      ,1       ,0       ,0    ,0
3863056       ,1570        ,0       ,0       ,0             ,1      ,0      ,1       ,1       ,0    ,1
6773957       ,7793        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,4
1060872       ,1940        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,5
8860949       ,1792        ,0       ,0       ,1             ,1      ,0      ,0       ,1       ,1    ,122
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,0       ,1       ,1    ,3
7254569       ,7061        ,0       ,1       ,1             ,0      ,0      ,1       ,0       ,0    ,0
6043404       ,8392        ,0       ,1       ,1             ,0      ,1      ,0       ,0       ,0    ,1
551416        ,4893        ,0       ,0       ,1             ,1      ,0      ,1       ,1       ,0    ,2
3777336       ,3895        ,0       ,0       ,0             ,0      ,0      ,0       ,0       ,0    ,0
6271319       ,2583        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,6
1497606       ,6428        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,1    ,0
1087609       ,6979        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,1    ,0
9059703       ,3851        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,6
6271319       ,2583        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,3
9090437       ,1819        ,0       ,0       ,1             ,1      ,1      ,0       ,0       ,1    ,0
862293        ,6226        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,11
2894227       ,2144        ,1       ,1       ,0             ,1      ,1      ,1       ,0       ,0    ,1
1977880       ,4874        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,1    ,1
6244880       ,6666        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,1    ,1
6484155       ,7944        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,10
5709541       ,3668        ,1       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,1
8028668       ,6405        ,0       ,0       ,0             ,0      ,1      ,1       ,1       ,0    ,2
6511927       ,1551        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,0    ,0
3037056       ,5805        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,0
6271319       ,2583        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,1
3254294       ,6219        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
2317464       ,4980        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,2
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,1    ,1
8404848       ,2565        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,1    ,1
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,6
5650509       ,275         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
5355993       ,6999        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
2394846       ,4723        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
2317464       ,4980        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
5650509       ,275         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,4
2580912       ,6870        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
8404848       ,2565        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,0    ,0
995499        ,8076        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,11
6200809       ,2039        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,1    ,4
1452788       ,4431        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
1607541       ,1893        ,0       ,0       ,0             ,1      ,0      ,0       ,1       ,0    ,0
7777766       ,4647        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,1
384730        ,4923        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,4
4086497       ,3048        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,6
8208524       ,7865        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,2
972465        ,6179        ,0       ,1       ,0             ,0      ,1      ,0       ,1       ,0    ,0
2290968       ,2335        ,0       ,0       ,0             ,1      ,0      ,0       ,1       ,0    ,0
5650509       ,275         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
4896259       ,2907        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,0
384730        ,4923        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,1
3377681       ,2953        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,0    ,1
6602777       ,1605        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
1452788       ,4431        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
8208524       ,7865        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,0
5709541       ,3668        ,1       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,24
2134105       ,3738        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,4
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,1
1027350       ,6796        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
4284773       ,3652        ,0       ,0       ,0             ,1      ,0      ,0       ,1       ,0    ,8
4086497       ,3048        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,3
7740032       ,3221        ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,0
3842105       ,5292        ,0       ,1       ,1             ,1      ,1      ,0       ,1       ,0    ,0
2876315       ,77          ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
4896259       ,2907        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,1
8567428       ,5333        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
8081348       ,2943        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,0
9220082       ,3870        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,0
3544787       ,4763        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
6043576       ,18          ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,58
3053448       ,1525        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
6791094       ,5964        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,2
2580912       ,6870        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,1
5483136       ,2813        ,0       ,0       ,1             ,1      ,0      ,0       ,1       ,0    ,0
4717814       ,2499        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
5057724       ,6875        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
8636757       ,163         ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
4863711       ,3186        ,0       ,1       ,0             ,0      ,1      ,0       ,0       ,0    ,5
7842634       ,7966        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
2134105       ,3738        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,1    ,0
3682128       ,8056        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
127636        ,3916        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,0
4389084       ,2701        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,1
641743        ,4697        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,1    ,6
1087609       ,6979        ,0       ,0       ,1             ,0      ,1      ,1       ,0       ,0    ,0
8084114       ,4943        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,1    ,0
1559022       ,5671        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,5
6602777       ,1605        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
1559022       ,5671        ,0       ,0       ,0             ,0      ,0      ,0       ,0       ,0    ,86
2982723       ,85          ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,0
1559022       ,5671        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,11
1157192       ,6667        ,0       ,0       ,1             ,0      ,0      ,0       ,0       ,0    ,7
6773957       ,7793        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,0
4863711       ,3186        ,0       ,1       ,0             ,0      ,1      ,0       ,0       ,0    ,2
5295730       ,5583        ,0       ,1       ,0             ,1      ,0      ,1       ,0       ,0    ,0
8393399       ,2193        ,0       ,0       ,1             ,1      ,0      ,1       ,0       ,0    ,0
4449242       ,2905        ,0       ,0       ,0             ,1      ,0      ,1       ,0       ,0    ,0
1559022       ,5671        ,0       ,0       ,0             ,0      ,0      ,1       ,0       ,0    ,1
190461        ,91          ,0       ,0       ,1             ,0      ,1      ,1       ,0       ,1    ,0
3697723       ,955         ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,0
1559022       ,5671        ,0       ,0       ,0             ,0      ,0      ,1       ,0       ,0    ,0
2899033       ,6452        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,0    ,0
7627178       ,8323        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,0
3803149       ,4897        ,0       ,1       ,0             ,1      ,0      ,1       ,0       ,0    ,0
7922980       ,3088        ,1       ,1       ,0             ,1      ,0      ,1       ,0       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,0       ,0       ,1    ,6
2780400       ,2800        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,1    ,0
2134105       ,3738        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
345299        ,3526        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
5480893       ,7663        ,0       ,1       ,1             ,0      ,0      ,0       ,1       ,0    ,1
8187638       ,8237        ,0       ,1       ,0             ,1      ,0      ,1       ,0       ,0    ,0
4140149       ,3334        ,0       ,0       ,1             ,1      ,0      ,1       ,0       ,0    ,0
8417693       ,3975        ,0       ,0       ,1             ,1      ,1      ,1       ,1       ,1    ,1
3462342       ,8370        ,0       ,0       ,1             ,1      ,0      ,0       ,0       ,0    ,114
2645403       ,4793        ,0       ,0       ,0             ,1      ,0      ,1       ,1       ,0    ,0
32065         ,6492        ,1       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,11
2836663       ,5852        ,1       ,1       ,0             ,1      ,0      ,0       ,0       ,0    ,17
8333335       ,4207        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,2
6192460       ,4099        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,1    ,1
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,0       ,1       ,1    ,4
2006133       ,5934        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,0    ,0
7283197       ,1408        ,0       ,1       ,1             ,0      ,1      ,0       ,1       ,1    ,1
3033541       ,1973        ,0       ,0       ,1             ,1      ,0      ,0       ,1       ,1    ,0
186884        ,8194        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,3
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,7
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,8
8689073       ,7557        ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,1    ,3
5295730       ,5583        ,0       ,1       ,0             ,1      ,1      ,1       ,1       ,1    ,8
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,4
7283197       ,1408        ,0       ,1       ,1             ,0      ,1      ,1       ,1       ,0    ,2
2096635       ,2045        ,1       ,1       ,0             ,1      ,1      ,1       ,1       ,0    ,5
2229006       ,7652        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,1    ,2
2196491       ,5239        ,0       ,1       ,0             ,1      ,1      ,1       ,0       ,1    ,17
2043404       ,7441        ,0       ,1       ,1             ,1      ,0      ,0       ,1       ,1    ,0
5499419       ,5514        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,3
