author_adjlist,author_metis,verified,activity,defaultprofile,userurl,hashtag,tweeturl,mentions,media,retweets
5650509       ,275         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
8968661       ,1228        ,0       ,1       ,0             ,0      ,1      ,0       ,1       ,0    ,0
1982529       ,3525        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
952094        ,315         ,0       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,15
8438535       ,1898        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
5650509       ,275         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
1427380       ,4224        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,5
7402639       ,3046        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,1    ,6
384730        ,4923        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
4494035       ,5275        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,1
384730        ,4923        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
5650509       ,275         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
7664333       ,4363        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,1    ,6
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,1
5612894       ,4246        ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,0
949740        ,135         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
4863711       ,3186        ,0       ,1       ,0             ,0      ,1      ,0       ,0       ,0    ,1
7664333       ,4363        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
2762543       ,7070        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,4
3721721       ,3603        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,1
6603378       ,5252        ,0       ,1       ,0             ,1      ,1      ,0       ,0       ,0    ,2
384730        ,4923        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
1427380       ,4224        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,5
6762294       ,1415        ,0       ,0       ,1             ,1      ,1      ,1       ,1       ,1    ,12
4086497       ,3048        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,3
3682128       ,8056        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
6804938       ,2490        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
6238209       ,6362        ,0       ,1       ,0             ,0      ,1      ,0       ,1       ,0    ,12
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,1    ,1
995499        ,8076        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,8
952094        ,315         ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,6
2632768       ,5219        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,1
852877        ,5361        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
7727878       ,3492        ,0       ,1       ,0             ,0      ,0      ,0       ,1       ,0    ,0
5612894       ,4246        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
3721721       ,3603        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,2
4863711       ,3186        ,0       ,1       ,0             ,0      ,1      ,0       ,0       ,0    ,0
384730        ,4923        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
2762543       ,7070        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,1
384730        ,4923        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,6
2904005       ,4257        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
827405        ,4024        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,3
1157192       ,6667        ,0       ,0       ,1             ,0      ,0      ,0       ,0       ,0    ,10
6150329       ,7092        ,0       ,1       ,1             ,0      ,1      ,0       ,1       ,0    ,44
1427380       ,4224        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,1
4086497       ,3048        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,2
6200809       ,2039        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,3
3035108       ,3480        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,1
2762543       ,7070        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,1
8708803       ,2218        ,1       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,0
4193240       ,5715        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,1
5934660       ,4225        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
4863711       ,3186        ,0       ,1       ,0             ,0      ,1      ,0       ,0       ,0    ,0
8428869       ,3034        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
7664333       ,4363        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
4277358       ,6551        ,0       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,22
384730        ,4923        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,1    ,3
6847799       ,8250        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,2
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,1
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,3
4086497       ,3048        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,5
4494035       ,5275        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
6603378       ,5252        ,0       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,0
8438535       ,1898        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,7
5612894       ,4246        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
4277358       ,6551        ,0       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,38
2229006       ,7652        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
6847799       ,8250        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,3
5612894       ,4246        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
3674437       ,406         ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,1
4193240       ,5715        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,1    ,0
6017861       ,1621        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
4086497       ,3048        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,6
3721721       ,3603        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,1
3674437       ,406         ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
2229006       ,7652        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,3
8898507       ,8346        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,3
6208090       ,5690        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,0    ,0
4086497       ,3048        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,15
442249        ,8126        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,13
3721721       ,3603        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,1
6331335       ,1909        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
4277358       ,6551        ,0       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,43
641743        ,4697        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,6
7402639       ,3046        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,2
5705846       ,7256        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
4518777       ,5944        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
887299        ,7760        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
8404848       ,2565        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
7214387       ,6016        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
5709541       ,3668        ,1       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,14
4587496       ,4588        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,1
2317464       ,4980        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,44
6472251       ,7375        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,3
5709541       ,3668        ,1       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,19
384730        ,4923        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
8404848       ,2565        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
2762543       ,7070        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,4
2898854       ,8189        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,8
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,1    ,14
6271319       ,2583        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,12
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,1    ,2
833985        ,1277        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
2893297       ,3863        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
4140149       ,3334        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,1
7252360       ,538         ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,1    ,0
1427380       ,4224        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,2
7028851       ,3595        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,0
682710        ,1069        ,0       ,0       ,0             ,0      ,0      ,1       ,1       ,0    ,0
1427380       ,4224        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
5230682       ,888         ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,1
5709541       ,3668        ,1       ,0       ,0             ,1      ,0      ,1       ,1       ,1    ,13
5230682       ,888         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
2762543       ,7070        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
8708803       ,2218        ,1       ,0       ,0             ,1      ,1      ,1       ,0       ,1    ,1
7668808       ,3224        ,0       ,1       ,1             ,0      ,1      ,0       ,1       ,0    ,2
2822650       ,6352        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
5355993       ,6999        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
9042606       ,317         ,0       ,1       ,1             ,0      ,1      ,0       ,0       ,0    ,0
6994995       ,6203        ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,0
7133772       ,3004        ,0       ,0       ,0             ,1      ,0      ,0       ,0       ,0    ,0
7012593       ,924         ,0       ,1       ,1             ,0      ,0      ,1       ,0       ,0    ,0
6769406       ,2730        ,0       ,1       ,0             ,1      ,1      ,0       ,0       ,0    ,0
8348893       ,4144        ,0       ,1       ,0             ,0      ,1      ,0       ,1       ,1    ,1
3777336       ,3895        ,0       ,0       ,0             ,0      ,0      ,0       ,0       ,0    ,0
487733        ,5150        ,0       ,0       ,0             ,1      ,0      ,1       ,0       ,0    ,18
3777336       ,3895        ,0       ,0       ,0             ,0      ,0      ,0       ,0       ,0    ,1
4620716       ,2518        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,0
6599683       ,5296        ,1       ,0       ,0             ,1      ,0      ,1       ,0       ,0    ,16
3777336       ,3895        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,1
3742666       ,1176        ,0       ,1       ,0             ,0      ,1      ,1       ,0       ,0    ,1
2383782       ,4272        ,0       ,0       ,0             ,0      ,0      ,1       ,1       ,0    ,4
4277358       ,6551        ,0       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,23
895470        ,8285        ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,0
5355469       ,7098        ,0       ,0       ,0             ,0      ,0      ,1       ,1       ,0    ,0
6271319       ,2583        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,0
5355469       ,7098        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
8689073       ,7557        ,0       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,1
7279390       ,5161        ,0       ,0       ,0             ,0      ,1      ,1       ,1       ,1    ,0
8279653       ,8198        ,0       ,1       ,0             ,0      ,0      ,1       ,1       ,0    ,0
6271319       ,2583        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,0
8689073       ,7557        ,0       ,0       ,0             ,1      ,1      ,1       ,0       ,1    ,2
3453278       ,2287        ,0       ,1       ,0             ,0      ,0      ,1       ,0       ,0    ,0
5858769       ,3774        ,0       ,0       ,1             ,0      ,0      ,1       ,1       ,1    ,0
4490789       ,4666        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
3325568       ,3165        ,0       ,1       ,0             ,1      ,0      ,0       ,1       ,0    ,2
1236856       ,2164        ,0       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,0
6279654       ,3644        ,0       ,0       ,0             ,1      ,0      ,0       ,1       ,1    ,0
820600        ,3764        ,0       ,1       ,1             ,0      ,0      ,1       ,1       ,0    ,1
2096635       ,2045        ,1       ,1       ,0             ,1      ,1      ,1       ,1       ,0    ,6
8708803       ,2218        ,1       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,0
4408963       ,6109        ,0       ,1       ,0             ,1      ,1      ,1       ,1       ,0    ,1
4389084       ,2701        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,1
283096        ,7388        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,6
6271319       ,2583        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,15
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,0       ,1       ,1    ,6
820600        ,3764        ,0       ,1       ,1             ,0      ,0      ,1       ,1       ,0    ,2
639211        ,5659        ,1       ,0       ,1             ,1      ,0      ,0       ,1       ,0    ,5
6244880       ,6666        ,0       ,0       ,0             ,0      ,1      ,1       ,0       ,0    ,1
1087609       ,6979        ,0       ,0       ,1             ,0      ,1      ,1       ,0       ,0    ,0
6717286       ,3829        ,1       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,4
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,0       ,1       ,1    ,13
657630        ,5167        ,0       ,0       ,1             ,1      ,0      ,1       ,1       ,0    ,9
725113        ,7767        ,0       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,0
8277930       ,3185        ,0       ,0       ,1             ,1      ,0      ,1       ,1       ,0    ,2
8242943       ,7689        ,0       ,0       ,1             ,0      ,0      ,1       ,0       ,0    ,0
9129675       ,413         ,0       ,1       ,0             ,0      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,0       ,1       ,1    ,8
6044595       ,2995        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,0
5143316       ,1204        ,0       ,1       ,1             ,0      ,0      ,0       ,1       ,0    ,0
3089090       ,2364        ,1       ,0       ,0             ,1      ,0      ,1       ,1       ,0    ,0
9054324       ,1691        ,0       ,0       ,1             ,0      ,1      ,1       ,0       ,0    ,0
8951590       ,4217        ,0       ,0       ,0             ,1      ,0      ,1       ,0       ,0    ,0
2780400       ,2800        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,1    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,1       ,1       ,1    ,4
5323818       ,1355        ,0       ,0       ,1             ,0      ,0      ,0       ,0       ,0    ,0
8860949       ,1792        ,0       ,0       ,1             ,1      ,0      ,0       ,0       ,1    ,43
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,1    ,2
8404848       ,2565        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,1    ,0
5295730       ,5583        ,0       ,1       ,0             ,1      ,0      ,1       ,0       ,0    ,4
4449242       ,2905        ,0       ,0       ,0             ,1      ,0      ,1       ,0       ,0    ,0
8738102       ,2260        ,0       ,0       ,0             ,0      ,0      ,0       ,0       ,0    ,0
2330814       ,2348        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,1    ,1
7578973       ,3887        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
1837524       ,4915        ,0       ,0       ,1             ,0      ,0      ,1       ,1       ,0    ,0
4633622       ,6512        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,0
8983469       ,6530        ,0       ,0       ,0             ,0      ,1      ,1       ,1       ,0    ,0
129696        ,4478        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,0
2306391       ,4375        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,0
2306391       ,4375        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,0
1302069       ,2934        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,2
5424484       ,4939        ,0       ,0       ,0             ,0      ,1      ,1       ,0       ,0    ,0
9228249       ,4154        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,1    ,2
7252360       ,538         ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,1    ,9
1559022       ,5671        ,0       ,0       ,0             ,0      ,0      ,1       ,1       ,0    ,2
8741340       ,428         ,0       ,1       ,0             ,0      ,0      ,1       ,0       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,0      ,0       ,0       ,1    ,4
7028851       ,3595        ,0       ,0       ,0             ,0      ,0      ,1       ,0       ,0    ,0
4386803       ,8128        ,0       ,1       ,1             ,1      ,1      ,0       ,1       ,0    ,0
4518777       ,5944        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
5960939       ,6435        ,0       ,1       ,0             ,1      ,0      ,1       ,0       ,0    ,0
8846172       ,5998        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,0
6956852       ,1026        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,0
1559022       ,5671        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,0    ,0
2301492       ,2379        ,0       ,1       ,1             ,0      ,0      ,0       ,1       ,0    ,6
2442059       ,3144        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,9
2019093       ,7370        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
8466320       ,4953        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,1    ,0
6292167       ,1936        ,0       ,1       ,0             ,0      ,0      ,0       ,1       ,0    ,0
4387978       ,7676        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,1
6292167       ,1936        ,0       ,1       ,0             ,0      ,0      ,0       ,1       ,0    ,0
5710303       ,389         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
9228249       ,4154        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
5766697       ,5573        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
7487238       ,8364        ,0       ,1       ,0             ,0      ,1      ,0       ,0       ,0    ,9
2442059       ,3144        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
1320607       ,2616        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,1
7664333       ,4363        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
9228249       ,4154        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,1
6626839       ,7104        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
2159510       ,7798        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
7727878       ,3492        ,0       ,1       ,0             ,0      ,1      ,0       ,1       ,0    ,4
6200809       ,2039        ,0       ,0       ,0             ,1      ,1      ,1       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,6
1276511       ,852         ,0       ,1       ,0             ,1      ,1      ,0       ,0       ,0    ,0
1042193       ,5542        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
1640230       ,1150        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,1
5633771       ,2665        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,2
3555538       ,3374        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,13
4323481       ,521         ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,26
2442059       ,3144        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,8
7839555       ,5234        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
3240282       ,3405        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,4
4494035       ,5275        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,10
1276511       ,852         ,0       ,1       ,0             ,1      ,0      ,0       ,1       ,0    ,0
8660612       ,4150        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,4
3521130       ,35          ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,0
4144075       ,357         ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,0
4494035       ,5275        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
9228249       ,4154        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
3219887       ,7210        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,3
1907459       ,2139        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,3
384730        ,4923        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
5633771       ,2665        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
5352597       ,1303        ,0       ,0       ,1             ,1      ,1      ,1       ,1       ,0    ,2
283096        ,7388        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,1
3742385       ,1044        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,1    ,3
789218        ,519         ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,4
3962252       ,6895        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,1    ,6
6271319       ,2583        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,2
7252360       ,538         ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,1
6472251       ,7375        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,0
641743        ,4697        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,1
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,2
9228249       ,4154        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
2718953       ,4398        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,10
6530465       ,5353        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,0    ,0
2370930       ,5982        ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,1
6699740       ,5463        ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,0
6203600       ,2866        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,1
1427380       ,4224        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,1
8144229       ,3983        ,0       ,0       ,1             ,0      ,1      ,0       ,0       ,0    ,0
3219887       ,7210        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,14
6244880       ,6666        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,1    ,1
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,2
1427380       ,4224        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,2
7487238       ,8364        ,0       ,1       ,0             ,0      ,1      ,0       ,0       ,0    ,0
4454615       ,3775        ,0       ,0       ,1             ,1      ,1      ,1       ,0       ,0    ,0
4494035       ,5275        ,0       ,0       ,0             ,1      ,1      ,0       ,0       ,0    ,1
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,3
6208090       ,5690        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,0    ,1
1427380       ,4224        ,0       ,0       ,1             ,1      ,1      ,0       ,1       ,0    ,0
7958060       ,2147        ,0       ,0       ,0             ,0      ,1      ,0       ,0       ,0    ,1
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,2
4494035       ,5275        ,0       ,0       ,0             ,1      ,1      ,1       ,0       ,0    ,1
9042606       ,317         ,0       ,1       ,1             ,0      ,1      ,0       ,1       ,0    ,0
8028668       ,6405        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,1
5819240       ,4158        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,3
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,11
8660612       ,4150        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
6208090       ,5690        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,0    ,0
9042606       ,317         ,0       ,1       ,1             ,0      ,1      ,0       ,0       ,1    ,10
4140149       ,3334        ,0       ,0       ,1             ,1      ,0      ,1       ,0       ,0    ,0
7142408       ,7384        ,0       ,0       ,0             ,0      ,0      ,0       ,1       ,0    ,0
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,3
8428869       ,3034        ,0       ,0       ,0             ,1      ,0      ,0       ,1       ,0    ,10
5982464       ,4681        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,3
442249        ,8126        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
8404848       ,2565        ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
1907459       ,2139        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,0
2875197       ,8038        ,0       ,1       ,1             ,0      ,0      ,0       ,1       ,0    ,0
6472251       ,7375        ,0       ,0       ,1             ,0      ,0      ,0       ,1       ,0    ,1
2247534       ,5946        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,0    ,3
2442059       ,3144        ,0       ,0       ,1             ,0      ,1      ,0       ,1       ,0    ,2
6271319       ,2583        ,0       ,0       ,0             ,1      ,1      ,0       ,1       ,1    ,5
8437691       ,7041        ,1       ,1       ,0             ,1      ,1      ,0       ,1       ,1    ,2
3742666       ,1176        ,0       ,1       ,0             ,0      ,1      ,0       ,1       ,0    ,1
789218        ,519         ,0       ,0       ,0             ,0      ,1      ,0       ,1       ,0    ,0
