author,verified,activity,defaultprofile,userurl,hashtag,tweeturl,mentions,media,retweets
3798782,0,0,1,1,1,1,0,1,0
6208090,0,0,0,0,0,0,1,0,0
1427380,0,0,1,1,1,0,1,0,2
384730,0,0,1,1,1,0,1,0,0
4600752,0,0,1,0,1,0,1,0,3
8437691,1,1,0,1,1,1,1,1,6
6688983,0,0,1,0,1,0,1,0,0
6766509,0,0,1,0,1,0,1,0,0
3254294,0,0,1,1,1,0,1,0,0
8437691,1,1,0,1,1,1,0,0,1
3614453,0,0,0,0,0,1,1,0,0
6645489,0,0,0,1,0,0,1,0,16
7252360,0,0,0,1,1,0,0,1,2
8028668,0,0,0,0,1,0,1,0,0
7797486,0,0,1,0,0,0,0,0,0
8760730,0,0,0,0,0,0,0,0,0
4490789,0,0,0,1,1,0,0,0,2
1910166,0,0,1,0,1,1,1,0,0
1440795,0,0,1,0,0,0,0,0,0
4181174,0,0,1,1,1,1,0,0,0
6473348,0,0,1,0,1,0,0,0,1
8678560,1,0,0,1,0,0,1,1,13
2442059,0,0,1,0,1,0,1,0,9
2301492,0,1,1,0,0,0,0,0,1
2019093,0,0,1,0,1,0,1,0,0
8738102,0,0,0,0,1,0,0,0,0
7728068,0,0,1,0,0,0,1,0,0
2632768,0,0,0,0,1,0,0,1,0
4252952,0,0,0,1,0,1,1,0,2
1087609,0,0,1,0,1,1,0,0,0
127636,0,0,1,0,0,0,1,0,0
4389084,0,0,1,1,1,0,1,0,1
4162470,0,0,1,0,0,0,0,0,0
6208090,0,0,0,0,0,0,1,0,0
5765110,0,0,1,0,1,0,0,0,0
641743,0,0,0,0,1,0,1,1,6
703044,0,0,1,0,0,0,1,1,5
3525999,0,0,1,0,0,1,0,0,0
4600752,0,0,1,0,1,0,1,0,3
5929051,0,0,1,1,0,0,0,0,75
5265649,0,0,1,0,1,0,1,0,0
1948933,0,0,1,0,1,1,1,0,7
8437691,1,1,0,1,1,0,1,0,6
1427380,0,0,1,1,1,0,1,0,1
384730,0,0,1,1,1,0,1,0,0
1427380,0,0,1,1,1,0,1,0,3
1427380,0,0,1,1,1,0,1,0,4
384730,0,0,1,1,1,0,1,0,0
1427380,0,0,1,1,1,0,1,0,0
442249,0,0,1,0,1,0,1,0,4
6753407,0,1,0,0,0,0,0,0,0
8437691,1,1,0,1,1,0,1,1,6
4386803,0,1,1,1,0,0,1,0,3
283096,0,0,0,1,1,0,1,0,7
4098736,0,0,1,1,1,0,1,0,0
384730,0,0,1,1,1,0,1,0,0
8437691,1,1,0,1,1,0,1,0,2
4494035,0,0,0,1,1,0,1,0,1
5882630,0,0,1,0,0,0,0,0,0
5156284,0,1,0,0,0,0,0,0,0
1269280,0,0,0,1,0,0,0,1,90
8236298,0,0,1,0,0,0,1,0,1
5981931,0,0,0,1,1,0,0,0,0
4314483,0,0,0,0,1,0,0,0,0
4458780,0,0,0,1,1,0,0,0,0
5582363,1,0,0,1,1,1,1,0,1
7028851,0,0,0,0,1,0,0,1,0
3227237,0,0,0,1,1,0,0,0,0
6271319,0,0,0,1,1,0,1,1,0
8437691,1,1,0,1,1,0,1,1,6
6530465,0,0,0,1,1,0,1,0,0
2718953,0,0,0,1,1,0,1,0,10
8437691,1,1,0,1,1,0,1,0,2
2370930,0,0,0,1,1,0,0,0,1
8437691,1,1,0,1,1,0,1,0,2
9015151,0,0,1,0,1,0,0,0,0
2841789,0,0,1,0,1,0,0,0,0
7252360,0,0,0,1,1,0,1,1,1
6472251,0,0,1,0,0,0,1,0,0
4974486,0,0,1,0,0,0,1,0,1
3962252,0,0,0,1,1,0,1,0,0
641743,0,0,0,0,1,0,1,0,1
9228249,0,0,1,0,1,0,1,0,0
6699740,0,0,0,1,1,0,0,0,0
1317961,0,0,0,1,1,1,0,0,0
5720152,0,0,0,0,1,0,0,0,1
8437691,1,1,0,1,1,0,1,1,1
7351389,0,0,0,1,1,0,0,0,0
345299,0,0,0,1,1,0,1,1,7
5218109,0,0,1,0,0,0,1,0,0
554569,0,0,0,0,0,1,1,0,0
6966446,0,0,1,0,0,0,0,0,0
7283197,0,1,1,0,1,0,1,1,0
554569,0,0,0,0,0,1,1,0,1
32065,1,0,0,1,1,1,1,0,11
8828482,0,1,1,1,0,0,0,0,0
2836663,1,1,0,1,0,0,0,0,4
2043404,0,1,1,1,0,0,1,1,0
7928386,0,0,1,1,1,0,1,0,0
4277291,0,0,0,0,0,0,1,0,0
3777336,0,0,0,0,0,0,0,0,0
3777336,0,0,0,0,0,0,0,0,2
1805444,0,0,1,0,1,0,0,0,0
4747347,0,0,0,1,1,0,1,1,0
4736663,0,0,0,0,0,0,1,0,0
5295730,0,1,0,1,0,1,0,0,2
4449242,0,0,0,1,0,1,0,0,0
283096,0,0,0,1,0,1,1,0,1
7740032,0,0,0,1,0,0,1,0,1
7279390,0,0,0,0,1,1,1,0,0
4896259,0,0,0,0,1,0,1,0,1
8437691,1,1,0,1,1,0,1,1,1
8404848,0,0,0,0,0,0,1,1,1
5424484,0,0,0,0,1,1,0,0,0
6965235,0,0,0,1,0,0,0,0,7
6208090,0,0,0,0,0,0,0,0,1
6041901,0,0,1,0,1,0,1,0,1
95435,0,1,0,0,0,1,0,0,0
1114223,0,0,0,1,0,1,0,0,18
2212565,1,0,0,0,0,0,1,0,11
4600752,0,0,1,0,0,0,1,0,0
1427380,0,0,1,1,1,0,1,1,0
8437691,1,1,0,1,0,0,1,0,1
6208090,0,0,0,0,0,0,1,0,0
8437691,1,1,0,1,0,0,1,0,1
6208090,0,0,0,0,1,0,0,0,0
4515113,0,0,0,1,1,0,0,0,0
6807971,0,0,0,0,1,1,0,0,3
3514329,0,0,0,0,0,0,0,0,0
1427380,0,0,1,1,1,0,1,0,1
1352979,0,0,0,0,0,0,0,0,0
1022348,0,0,0,0,0,0,1,0,0
51211,1,0,0,1,0,0,0,0,3
2775425,0,0,1,1,1,1,1,1,0
8708803,1,0,0,1,1,0,0,1,0
2537719,0,0,0,0,0,0,1,1,7
8828482,0,1,1,1,0,0,0,0,0
2446861,1,0,0,0,0,0,0,0,2
7234183,0,0,0,1,1,0,1,0,0
112745,0,1,0,0,1,0,1,0,0
670693,0,1,0,0,0,0,0,0,0
1964947,0,0,1,1,1,0,1,0,1
2229006,0,0,1,0,1,0,0,0,0
5612894,0,0,0,1,1,0,1,1,0
2040776,0,1,1,0,1,0,1,0,0
7254391,0,1,1,0,1,1,1,0,0
2145092,0,1,0,1,1,0,1,1,11
8898507,0,0,0,0,1,0,1,0,0
8437691,1,1,0,1,0,1,1,1,33
4265367,0,0,0,0,0,1,1,0,0
3056478,0,0,0,1,0,1,0,0,15
6271319,0,0,0,1,1,0,1,1,11
2849480,0,0,0,0,0,0,0,0,0
6244880,0,0,0,0,1,1,0,0,0
9129675,0,1,0,0,1,0,1,0,0
6340777,0,1,0,1,1,0,1,0,5
693000,0,0,0,0,1,0,0,0,0
8028668,0,0,0,0,1,0,0,0,0
3481239,0,0,0,0,0,0,1,0,0
895470,0,0,0,1,0,0,0,0,0
1247159,0,0,0,1,0,0,1,0,1
8404848,0,0,0,0,1,0,1,0,0
7318863,0,0,0,1,0,0,0,0,0
7271514,0,0,0,0,0,0,1,0,0
3303356,0,0,0,0,0,1,1,1,0
6151294,0,0,1,0,0,0,0,0,0
7816538,0,0,1,0,0,0,0,0,0
8678560,1,0,0,1,1,1,1,0,41
7283197,0,1,1,0,1,0,0,0,3
6473348,0,0,1,0,1,0,0,0,0
8639514,0,0,0,0,0,1,1,0,2
6405457,0,0,1,0,1,0,0,0,2
2894227,1,1,0,1,1,1,1,0,1
5355469,0,0,0,0,0,0,1,1,0
4883129,0,0,1,1,0,1,0,0,0
8052865,0,1,0,0,0,0,1,1,1
4101698,0,1,0,1,0,0,0,0,2
8052865,0,1,0,0,0,0,0,0,0
1359623,0,0,1,0,0,0,0,0,3
8860949,0,0,1,1,0,0,1,0,1
6671529,0,1,1,0,1,0,1,0,0
8860949,0,0,1,1,1,0,1,0,33
8409936,0,0,1,0,0,0,0,0,1
3415453,0,0,1,1,1,0,0,0,1
8437691,1,1,0,1,1,0,1,0,1
9129675,0,1,0,0,0,0,1,0,0
8828482,0,1,1,1,1,0,0,0,0
8437691,1,1,0,1,1,0,1,0,9
4181174,0,0,1,1,1,1,0,0,0
4574016,0,0,1,0,1,0,0,0,0
8556006,0,0,0,0,1,0,0,0,0
3565056,0,1,0,1,0,0,0,0,1
957894,0,0,0,1,1,0,1,0,0
2399979,0,0,0,1,1,0,1,1,1
1087609,0,0,1,0,1,1,0,0,0
4733559,0,0,0,0,0,0,1,0,0
9042606,0,0,1,0,1,1,0,0,1
5979875,0,1,0,0,0,1,0,0,0
4372399,0,0,0,1,1,0,1,0,0
5012651,0,0,0,1,1,1,1,0,0
7633420,0,0,1,0,0,1,1,0,0
345299,0,0,0,1,1,0,1,0,46
8214250,0,1,1,0,0,1,1,0,0
7155514,0,0,0,0,1,0,0,0,0
6244880,0,0,0,0,1,1,0,0,0
6874033,0,0,0,0,1,1,1,0,0
6126259,0,0,1,0,0,0,0,0,0
1427380,0,0,1,1,1,0,1,0,5
6873352,0,0,0,1,1,0,0,0,0
9042606,0,0,1,0,1,0,1,1,1
6796213,0,0,0,0,0,0,1,0,0
6602173,0,0,1,0,0,0,0,0,0
5720152,0,0,0,0,0,0,1,0,0
554569,0,0,0,0,0,0,1,0,17
6645443,0,0,1,0,1,0,0,0,0
6369604,0,0,0,1,1,0,0,0,2
2229006,0,0,1,0,1,0,1,1,1
8081348,0,0,0,0,0,0,1,0,0
1559022,0,0,0,0,1,1,1,0,8
7749593,0,0,0,0,1,0,0,0,0
8214250,0,1,1,0,0,0,1,0,1
873942,0,1,1,1,0,1,0,1,0
5078912,0,0,0,0,1,0,0,0,14
4769006,1,0,0,1,1,1,0,1,0
18049,0,0,1,0,0,0,0,0,0
492201,0,0,0,1,1,1,0,0,0
3822304,0,1,0,0,0,0,1,0,0
2301492,0,1,1,0,0,0,0,0,2
1490041,1,0,1,0,1,0,1,0,8
8828482,0,1,1,1,1,0,1,1,2
2229006,0,0,1,0,1,0,0,0,0
4333774,0,0,1,1,1,0,0,0,0
5871997,0,0,0,1,0,0,1,0,26
8687843,0,0,0,1,1,0,0,0,0
8815457,0,0,1,0,1,0,1,0,3
2242650,0,0,0,0,1,0,1,0,0
2302938,0,0,1,1,0,0,0,0,1
1312705,1,1,0,1,0,1,1,0,0
4086497,0,0,1,0,0,0,1,0,3
4896259,0,0,0,0,1,0,1,0,0
3219749,0,0,1,1,1,0,1,1,3
3462342,0,0,1,1,0,1,0,1,2
1439328,0,0,1,0,0,0,1,0,0
8437691,1,1,0,1,0,0,1,1,0
5015929,0,0,1,0,1,1,0,0,3
4218841,0,0,0,1,0,0,0,0,1
3822304,0,1,0,0,0,0,0,0,0
4309038,0,0,1,0,0,0,1,0,0
4515113,0,0,0,1,0,0,0,1,3
2739203,0,1,1,0,0,0,0,0,0
1077934,0,0,0,1,1,1,0,0,2
5971643,0,1,0,0,1,0,0,0,10
1803886,0,0,0,1,0,0,0,0,0
9042606,0,0,1,0,1,0,0,0,0
1678447,0,0,1,1,1,0,0,0,29
2478937,0,1,0,0,0,0,0,0,0
5686432,0,0,1,0,1,1,0,0,0
448125,0,0,1,0,0,0,1,0,0
4515113,0,0,0,1,0,0,0,0,2
1814404,0,0,1,0,1,0,0,0,1
6162678,0,0,0,1,0,0,1,1,0
4226516,0,0,1,1,0,0,0,0,0
450958,1,0,0,1,1,1,0,0,0
5962872,0,0,1,0,0,0,0,0,0
8752970,0,1,0,1,0,0,0,0,0
313007,0,0,1,1,1,0,0,0,0
277832,0,1,0,0,1,0,1,0,4
6433676,0,1,0,1,1,0,1,0,1
8437691,1,1,0,1,1,0,1,0,7
7995303,0,0,1,0,1,0,0,0,1
1721987,0,1,0,1,1,0,1,0,1
3659510,0,0,1,0,0,0,0,0,0
4896259,0,0,0,0,1,0,0,0,0
1695905,0,0,1,0,1,0,1,1,2
8409936,0,0,1,0,1,0,0,0,0
4431270,0,0,1,0,1,0,0,0,0
2718953,0,0,0,1,1,0,1,0,0
1948933,0,0,1,0,1,0,1,0,14
4243240,0,0,0,0,0,0,1,0,0
6671529,0,1,1,0,1,0,1,0,10
7809971,0,0,0,0,1,0,0,0,0
8437691,1,1,0,1,1,0,1,1,32
7028851,0,0,0,0,1,0,0,0,0
3960910,0,0,0,0,1,0,1,0,0
8144229,0,0,1,0,1,0,0,0,0
7028851,0,0,0,0,1,1,0,1,0
2522489,0,0,0,1,1,1,0,0,0
4252952,0,0,0,1,1,0,1,0,2
6121794,0,0,0,1,1,0,0,0,1
6540987,0,0,0,0,0,0,1,0,3
4277358,0,0,0,1,1,1,0,0,34
8819638,0,0,1,0,1,0,1,0,0
3785230,0,0,1,1,0,0,0,0,0
2026359,0,0,1,0,1,0,1,0,14
6807971,0,0,0,0,0,0,0,0,0
8333335,0,0,0,0,1,0,0,0,2
2797366,0,0,0,0,0,0,0,0,21
366972,0,1,0,1,0,0,1,0,0
6208090,0,0,0,0,0,0,0,0,0
121616,0,0,1,1,1,1,0,1,5
9199286,0,0,0,1,0,0,0,0,12
2587859,0,1,1,1,0,0,0,0,0
8703278,0,0,1,0,0,0,1,1,4
8271793,0,0,0,0,0,0,1,0,0
283096,0,0,0,1,0,0,1,0,2
3765427,0,0,1,0,0,0,1,0,0
3518360,0,0,0,0,0,0,0,0,0
4799820,0,0,1,0,0,0,0,0,0
4822894,0,0,0,1,1,0,0,1,0
4515113,0,0,0,1,1,0,0,1,1
8052865,0,1,0,0,0,0,0,0,0
3163554,0,0,0,0,1,0,0,0,0
6043576,0,0,0,1,0,0,0,0,16
1997345,0,0,1,0,1,0,1,0,35
2962123,0,1,0,0,1,0,0,0,8
7607331,0,0,1,0,0,0,0,0,0
3179296,0,0,1,1,1,0,0,1,0
345299,0,0,0,1,0,1,1,0,33
4600752,0,0,1,0,1,0,1,0,2
4812930,0,0,1,0,1,0,1,0,6
5969886,0,0,0,0,1,0,1,0,0
8437691,1,1,0,1,0,0,1,1,7
2780400,0,0,1,0,1,1,0,0,0
6227519,0,0,0,1,0,0,0,0,2
5783789,0,0,1,1,1,0,1,1,1
4449242,0,0,0,1,0,1,0,0,0
5295730,0,1,0,1,0,1,0,0,0
3184999,0,0,1,1,0,0,0,0,0
2875197,0,0,1,0,1,0,1,1,0
1805444,0,0,1,0,1,0,0,0,0
2447135,0,0,1,0,0,1,0,0,0
492201,0,0,0,1,1,1,0,0,0
1461083,0,0,1,0,0,0,1,0,1
6796213,0,0,0,0,1,1,0,0,10
8251308,0,0,0,1,1,1,1,0,0
129696,0,0,0,1,1,1,1,0,0
7283197,0,1,1,0,1,0,1,1,0
7283197,0,1,1,0,1,0,1,0,0
6666149,0,0,0,0,0,0,1,0,0
6244880,0,0,0,0,1,1,1,0,20
3056478,0,0,0,1,1,1,0,1,14
3824262,0,0,0,1,0,0,0,0,0
4812930,0,0,1,0,0,0,0,0,1
6603378,0,0,0,1,1,0,0,0,27
5783299,0,0,0,0,0,0,0,0,11
6894623,0,0,1,0,1,0,1,0,0
3768496,0,0,0,0,1,0,1,1,18
2167547,0,0,1,0,0,0,0,0,0
835329,0,0,0,1,1,0,0,0,0
3881752,0,1,0,1,0,0,1,1,2
6581611,0,1,1,1,0,0,0,0,0
3348312,0,1,0,0,1,0,1,0,1
7254569,0,1,1,0,0,1,0,0,0
5806878,0,0,1,0,1,0,1,0,1
6041901,0,0,1,0,1,0,1,0,0
4137013,0,0,1,0,1,0,0,0,1
9072350,0,0,0,0,1,0,1,0,0
2683978,0,0,1,1,1,0,0,0,0
7028851,0,0,0,0,1,0,0,0,0
345299,0,0,0,1,1,0,1,1,0
1304374,0,0,0,1,0,0,0,0,0
8704976,0,0,1,0,0,0,0,0,0
2096635,1,0,0,1,1,0,1,0,2
1219847,0,0,1,1,0,0,1,0,0
641743,0,0,0,0,1,0,0,0,0
4503464,0,0,1,0,1,0,1,0,0
2001334,0,0,0,1,0,0,1,0,1
3254294,0,0,1,1,1,0,1,0,0
9107288,0,0,1,0,0,0,1,0,0
2876315,0,0,1,0,1,0,0,0,0
6753407,0,1,0,0,0,0,0,0,3
2780400,0,0,1,0,1,0,1,0,0
3822304,0,1,0,0,0,0,1,0,1
3077099,0,0,0,1,0,0,0,0,3
8404848,0,0,0,0,0,0,1,0,0
6779276,0,0,1,0,1,0,1,0,1
7632982,0,0,1,0,1,0,1,0,0
5355469,0,0,0,0,0,1,1,0,0
4494035,0,0,0,1,0,0,0,0,2
2762543,0,0,0,1,1,0,1,0,1
1027350,0,0,1,0,1,0,0,0,0
4503464,0,0,1,0,0,0,1,0,0
7028851,0,0,0,0,1,0,0,0,0
366972,0,1,0,1,0,0,1,0,0
3089090,1,0,0,1,1,0,1,0,1
6271319,0,0,0,1,0,0,1,1,7
9051384,0,0,0,1,1,0,0,0,0
4515113,0,0,0,1,1,0,0,1,7
2780400,0,0,1,0,1,0,0,1,0
2780400,0,0,1,0,1,0,0,0,0
5709541,1,0,0,1,1,0,1,1,14
2317464,0,0,0,1,1,0,1,0,44
1803886,0,0,0,1,0,0,0,0,0
7214387,0,0,0,0,1,0,1,0,0
1393415,0,0,1,0,0,0,1,0,2
4587496,0,0,1,0,1,0,0,0,1
6203600,0,0,0,0,0,0,1,0,0
6891590,0,0,0,1,1,0,0,0,0
5709541,1,0,0,1,1,0,1,1,19
6472251,0,0,1,0,1,0,1,0,3
7809971,0,0,0,0,0,0,0,0,1
345299,0,0,0,1,0,0,1,0,11
6796213,0,0,0,0,0,0,0,0,0
1578017,0,0,0,1,0,1,0,1,0
1857001,0,0,0,0,0,1,1,0,4
2951423,0,0,1,0,1,1,1,0,0
7028851,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,1,0,1,1,0
2301492,0,1,1,0,0,0,1,0,0
2229006,0,0,1,0,1,0,1,1,0
8154551,0,1,1,0,0,0,0,0,0
4564673,0,0,1,1,1,0,0,0,0
3302560,0,1,1,0,0,0,0,0,1
8898103,1,0,0,1,0,0,0,0,10
4494035,0,0,0,1,1,1,0,0,0
7797486,0,0,1,0,0,0,0,0,0
4360895,0,0,0,1,0,0,1,1,3
6874033,0,0,0,0,1,1,1,0,0
3013640,0,0,0,0,1,0,0,0,6
7484654,1,0,0,1,0,1,0,0,10
2145092,0,1,0,1,1,0,1,0,10
3254294,0,0,1,1,1,0,1,0,0
1087609,0,0,1,0,1,0,0,1,0
9042606,0,0,1,0,1,0,0,0,0
7283197,0,1,1,0,1,0,0,0,0
8815457,0,0,1,0,1,0,0,0,0
4515113,0,0,0,1,1,0,0,1,0
4660009,0,0,0,0,1,0,1,0,0
3350180,0,0,0,1,1,1,1,1,3
3689,0,0,0,1,1,0,1,0,2
1165136,0,0,0,0,0,0,0,0,0
5582363,1,0,0,1,1,1,1,0,1
8713408,0,0,0,0,0,0,0,0,0
3546565,0,1,1,1,1,0,0,0,3
6208090,0,0,0,0,0,0,1,0,0
7809971,0,0,0,0,1,0,0,0,0
1286475,0,0,1,0,1,0,1,0,0
6112366,0,0,0,0,1,0,1,0,1
6472251,0,0,1,0,0,1,1,0,2
1427380,0,0,1,1,1,0,1,0,0
3348312,0,1,0,0,1,0,1,1,0
4518777,0,0,0,0,1,0,1,0,1
4600752,0,0,1,0,1,0,1,0,0
8208524,0,0,0,1,1,1,1,1,9
3742385,0,0,1,0,1,0,1,0,0
3674437,0,0,0,1,1,0,1,0,0
5230682,0,0,1,0,1,0,1,0,1
6244880,0,0,0,0,1,0,0,0,1
4600752,0,0,1,0,1,0,1,0,0
7501752,0,0,1,0,0,0,0,0,1
7283197,0,1,1,0,1,0,0,0,0
2442059,0,0,1,0,0,0,1,1,2
1599619,0,0,0,0,0,0,0,0,0
6819088,0,0,0,1,1,0,1,0,5
7283197,0,1,1,0,1,1,0,0,1
7252360,0,0,0,1,1,1,1,1,1
3822304,0,1,0,0,0,0,0,0,0
5424484,0,0,0,0,0,0,0,0,0
1359623,0,0,1,0,0,1,0,0,1
260608,0,0,1,0,0,0,0,0,0
7283197,0,1,1,0,1,0,0,0,0
4097155,0,1,0,1,0,1,0,0,0
1988990,0,0,1,0,1,0,1,0,7
8437691,1,1,0,1,0,0,0,0,1
7254391,0,1,1,0,1,1,1,0,0
194435,0,0,1,0,1,1,0,0,0
9042606,0,0,1,0,1,0,0,0,0
3777336,0,0,0,0,0,0,0,0,2
7028851,0,0,0,0,0,0,0,1,0
5495550,0,0,1,0,1,0,1,0,0
2632768,0,0,0,0,0,0,0,0,0
5495550,0,0,1,0,0,0,0,0,0
554264,0,0,0,1,1,0,1,0,0
9054631,0,0,1,0,1,0,1,1,0
6606519,0,1,0,0,1,1,0,0,0
8437691,1,1,0,1,1,0,1,1,8
1517257,0,0,0,0,0,0,1,0,0
3090493,0,1,0,0,1,0,1,0,0
3029098,0,0,0,1,0,0,0,0,1
1365603,0,0,0,0,0,0,0,0,0
1391585,0,0,1,0,0,0,0,0,0
7663843,0,0,1,0,0,0,0,0,0
7028851,0,0,0,0,0,0,0,0,0
7028851,0,0,0,0,1,0,0,0,0
811477,0,0,1,1,0,0,1,1,5
8367548,0,1,1,0,0,0,0,0,0
8945444,0,0,1,0,1,1,1,1,0
3183708,0,0,0,0,0,0,0,0,0
8437691,1,1,0,1,1,0,1,1,4
3798782,0,0,1,1,0,0,0,0,0
8660612,0,0,0,0,1,0,0,0,1
9182959,0,0,0,1,0,0,1,1,0
8454307,0,0,1,1,1,1,0,0,1
1559022,0,0,0,0,0,0,1,0,0
4354924,1,0,0,1,0,1,1,0,0
5134646,0,0,0,1,0,0,0,0,0
4489740,1,0,0,1,0,0,0,0,0
129696,0,0,0,1,1,1,1,0,0
2306391,0,0,0,1,1,0,1,1,0
4508190,0,0,1,0,1,0,1,0,0
5750637,0,1,0,0,1,0,1,0,0
5864699,0,0,0,0,1,0,1,0,2
4804035,0,0,1,1,1,0,0,0,3
873942,0,1,1,1,0,1,0,1,0
7694005,0,0,0,0,1,0,0,0,1
283096,0,0,0,1,1,1,1,0,7
8437691,1,1,0,1,0,0,1,1,10
2836663,1,1,0,1,0,0,0,0,2
4140149,0,0,1,1,0,0,0,0,0
121616,0,0,1,1,1,1,0,1,21
8857947,0,0,1,0,0,1,1,0,0
7319539,0,1,1,1,0,0,0,1,0
4528814,0,0,0,1,0,0,1,1,0
5415469,0,0,0,0,1,0,1,1,4
7283197,0,1,1,0,1,0,0,0,1
1578017,0,0,0,1,1,1,0,1,3
3818477,0,0,0,1,0,0,1,0,7
4454615,0,0,1,1,0,1,0,0,0
7028851,0,0,0,0,0,0,0,0,0
1642944,0,0,1,1,0,0,0,0,1
4660009,0,0,0,0,1,0,1,0,0
1389576,0,0,1,1,0,0,0,0,20
3348312,0,1,0,0,0,0,0,0,1
1870533,0,1,1,0,0,0,1,0,0
1559022,0,0,0,0,0,1,1,0,2
4210655,0,0,0,1,0,0,1,0,1
1365603,0,0,0,0,1,0,0,0,0
3010444,0,0,0,1,1,0,1,0,0
4505866,0,0,1,0,0,0,0,0,0
5513579,0,0,1,0,0,1,0,0,1
4515113,0,0,0,1,1,0,0,1,7
5858769,0,0,1,0,0,1,1,1,0
7279390,0,0,0,0,0,0,1,0,0
1181205,0,0,0,0,1,0,1,1,2
2036564,0,0,0,1,0,0,1,0,0
4922642,0,0,0,1,1,0,0,0,0
7028851,0,0,0,0,1,0,1,0,0
5290600,0,0,0,1,1,0,0,1,0
2229006,0,0,1,0,1,0,0,0,0
4085446,0,0,1,0,1,0,1,0,0
8919843,0,0,0,0,1,0,1,0,0
554569,0,0,0,0,0,0,1,0,1
8919843,0,0,0,0,1,0,1,0,1
7283197,0,1,1,0,1,0,0,1,1
1247080,0,0,0,0,0,1,1,0,0
5355469,0,0,0,0,1,0,1,0,0
6244880,0,0,0,0,1,1,0,0,0
3201363,0,1,1,0,0,0,0,0,1
3822304,0,1,0,0,1,0,1,0,0
345299,0,0,0,1,0,0,0,0,4
7855393,0,0,0,1,1,0,0,0,4
3745814,0,0,0,1,1,0,1,0,0
8510134,0,0,0,0,1,0,0,0,1
7749593,0,0,0,0,1,0,0,0,0
4809569,0,0,1,0,1,0,0,0,0
5026464,0,0,0,0,1,0,0,0,0
8163249,0,1,0,1,1,1,0,0,0
678384,0,0,0,1,0,0,0,0,0
4389084,0,0,1,1,1,0,1,0,1
8828482,0,1,1,1,0,0,0,0,0
8042513,0,0,0,1,0,0,0,0,0
6473348,0,0,1,0,0,0,0,0,0
6962909,0,0,0,0,0,0,0,0,0
2302938,0,0,1,1,0,0,1,0,10
8437691,1,1,0,1,0,0,1,1,54
2242650,0,0,0,0,0,0,0,0,0
7012593,0,1,1,0,0,1,0,0,0
7966454,1,0,0,1,1,1,1,0,1
5582363,1,0,0,1,0,1,1,0,2
8259703,0,0,0,1,1,1,0,0,0
1721987,0,1,0,1,0,0,0,0,0
8321830,0,0,1,0,0,0,0,0,0
1559022,0,0,0,0,0,0,1,0,18
2006133,0,0,0,0,1,0,1,1,2
7617262,0,0,1,1,0,0,1,0,5
1846517,0,0,0,0,0,0,1,0,0
8710238,0,1,1,0,0,0,0,0,3
5373090,0,0,1,1,0,0,0,0,0
4235745,0,0,1,0,0,0,0,0,0
1412412,0,0,0,0,0,0,1,0,1
1614881,0,0,1,0,1,1,1,0,0
3013640,0,0,0,0,1,0,0,0,4
255133,0,0,0,0,1,1,1,0,0
8416432,0,0,1,0,1,0,1,0,2
5295730,0,1,0,1,0,1,0,0,1
1449443,0,0,0,1,0,0,0,0,0
8437691,1,1,0,1,0,0,0,1,11
3803149,0,0,0,1,0,1,0,0,0
7694005,0,0,0,0,0,0,1,0,0
8437691,1,1,0,1,1,0,1,0,18
7694005,0,0,0,0,1,0,0,0,1
8903502,0,0,1,0,1,0,1,0,4
4660009,0,0,0,0,0,0,1,0,3
3081912,0,0,1,0,0,1,0,0,0
1149931,0,0,1,1,0,1,1,1,1
4471927,0,0,0,0,1,0,1,0,0
8484231,0,0,1,0,1,0,1,0,0
3179296,0,0,1,1,1,1,1,0,0
8828482,0,1,1,1,1,0,0,0,1
8677704,0,1,0,0,0,0,0,1,0
9058667,1,0,1,0,1,0,1,0,2
1702998,0,0,1,0,1,0,1,0,0
3685117,0,0,0,0,1,0,1,0,0
6933419,0,0,1,0,1,0,0,0,0
3482902,0,0,0,0,0,0,0,0,0
8819638,0,0,1,0,1,0,1,0,0
4660009,0,0,0,0,0,0,0,0,0
7028851,0,0,0,0,1,0,0,0,0
2229006,0,0,1,0,1,0,0,0,0
5463338,0,0,0,1,0,0,1,0,0
6411775,0,0,1,0,0,0,0,0,0
6753407,0,1,0,0,0,0,0,0,0
4515113,0,0,0,1,1,0,0,0,1
554569,0,0,0,0,0,0,0,1,1
3052365,0,0,0,1,1,0,0,0,1
2467329,0,0,0,1,1,0,1,1,1
6599453,0,0,1,0,0,0,1,0,0
2892101,0,0,0,0,1,0,0,0,0
7840329,0,0,1,1,0,1,1,1,7
406273,0,0,0,1,0,0,0,0,0
7254569,0,1,1,0,0,1,0,0,0
1236856,0,0,0,1,1,0,1,0,0
4226355,0,0,1,0,1,0,0,1,2
6688983,0,0,1,0,1,0,1,0,0
873942,0,1,1,1,0,1,0,1,0
2043404,0,1,1,1,0,0,1,0,2
8337131,0,0,0,1,1,0,1,0,2
1087609,0,0,1,0,0,1,0,0,0
3777336,0,0,0,0,0,0,0,0,0
7126074,0,0,1,1,1,0,1,0,0
6203600,0,0,0,0,1,0,1,0,5
9057432,0,0,1,0,0,0,1,0,0
6271319,0,0,0,1,1,0,1,1,48
300239,0,0,1,0,1,0,1,0,0
8968661,0,0,0,0,1,0,1,0,3
5705846,0,0,0,0,1,1,1,0,1
1250041,0,0,1,0,0,0,0,0,0
