author,verified,activity,defaultprofile,userurl,hashtag,tweeturl,mentions,media,retweets
8815457,0,0,1,0,0,0,1,0,0
8815457,0,0,1,0,1,0,1,0,0
345299,0,0,0,1,0,0,1,1,70
8484231,0,0,1,0,1,0,1,0,1
2762543,0,0,0,1,1,0,0,0,10
6244880,0,0,0,0,1,1,1,0,1
5007218,1,0,0,0,0,0,1,1,17
3091212,0,0,0,1,0,0,0,0,0
9038992,0,0,0,0,0,0,1,0,0
3310306,0,1,0,1,0,0,0,1,4
3640410,0,0,1,0,0,0,0,0,2
8708803,1,0,0,1,1,0,1,1,0
5042760,0,1,1,1,0,0,0,0,2
9123192,0,0,0,0,1,0,0,0,4
3674437,0,0,0,1,1,0,0,0,0
4803599,0,0,1,1,0,1,0,0,0
8437691,1,1,0,1,0,1,0,0,2
9250385,0,0,0,0,1,0,0,0,0
1612349,0,1,1,0,0,0,0,0,8
2762543,0,0,0,1,1,0,1,0,1
827405,0,0,0,1,0,0,0,0,4
3837728,0,1,1,0,0,0,1,0,0
3227237,0,0,0,1,1,0,0,0,0
8437691,1,1,0,1,1,0,1,1,5
3053853,0,0,0,1,1,0,0,0,1
2102781,0,0,0,1,0,0,1,1,0
6200809,0,0,0,1,1,0,0,1,4
96846,0,0,0,1,1,0,1,0,7
1982529,0,0,1,0,1,0,1,0,0
4389084,0,0,1,1,1,0,1,0,0
7183992,0,0,0,1,0,0,1,0,0
8437691,1,1,0,1,1,0,1,0,2
7456850,0,0,1,0,0,0,1,0,0
5188499,0,0,1,0,1,0,0,0,0
6208090,0,0,0,0,0,0,1,0,1
4301508,0,0,0,0,1,0,0,0,2
-1,0,0,0,1,0,0,1,0,0
4896259,0,0,0,0,1,0,1,0,2
1427380,0,0,1,1,1,0,1,0,3
8437691,1,1,0,1,1,0,1,0,8
827405,0,0,0,1,1,0,1,0,0
283096,0,0,0,1,1,0,1,0,4
4086497,0,0,1,0,1,0,1,0,6
7487238,0,1,0,0,1,0,0,0,1
9090437,0,0,1,1,0,0,1,0,1
2836663,1,1,0,1,1,0,1,0,6
3544787,0,0,0,1,1,0,1,0,0
-1,0,0,0,1,1,0,1,0,0
1948933,0,0,1,0,1,0,1,0,3
6518234,0,0,0,0,1,0,0,0,0
8552436,0,0,0,0,0,0,1,0,0
5636366,0,1,1,0,0,0,1,0,3
3217093,0,0,0,0,1,0,1,0,0
8404848,0,0,0,0,1,0,1,0,0
3072764,0,0,1,1,1,0,1,0,0
4494035,0,0,0,1,1,0,0,0,2
6041901,0,0,1,0,1,0,1,0,0
4896259,0,0,0,0,1,0,1,0,1
4372399,0,0,0,1,1,0,1,0,0
3348312,0,1,0,0,1,0,1,1,0
4633622,0,0,1,0,0,0,1,0,0
8589395,0,0,1,0,0,0,0,0,0
782399,0,0,1,0,1,0,1,0,0
873942,0,1,1,1,0,1,0,1,0
7351389,0,0,0,1,0,0,1,0,0
6847799,0,0,1,0,0,0,0,0,0
8823355,0,1,0,0,1,0,1,0,0
6952022,0,0,0,1,1,0,0,0,3
1093902,0,1,1,0,0,0,1,0,0
1398597,0,0,1,0,0,0,0,0,0
3381444,0,0,1,1,1,1,1,0,1
4769006,1,0,0,1,1,1,1,0,1
2363662,0,0,1,0,1,0,1,0,0
6271319,0,0,0,1,1,1,1,0,0
5699014,0,0,0,1,0,0,1,1,8
8693252,0,0,1,0,0,0,0,0,0
5355469,0,0,0,0,0,1,1,0,0
5686396,0,0,0,1,1,0,0,0,3
6621076,0,0,0,1,0,0,1,0,0
6898366,0,0,1,1,0,1,0,0,2
279051,0,0,0,1,0,1,0,0,4
3053853,0,0,0,1,0,0,0,0,2
8437691,1,1,0,1,1,0,1,0,3
8556006,0,0,0,0,1,0,0,0,4
9129675,0,1,0,0,1,0,0,1,1
3824262,0,0,0,1,1,0,1,0,0
384730,0,0,1,1,1,0,1,0,0
283096,0,0,0,1,1,0,1,0,0
873942,0,1,1,1,0,1,0,1,0
8437691,1,1,0,1,1,0,1,0,4
8437691,1,1,0,1,1,0,1,0,4
3721721,0,0,1,0,1,0,0,0,2
8624596,0,0,1,0,1,0,0,0,0
3842105,0,0,1,1,1,0,1,0,0
8556006,0,0,0,0,1,0,0,1,0
952094,0,0,0,1,1,0,1,0,0
8624596,0,0,1,0,1,0,0,0,0
1641963,0,0,1,1,1,0,1,0,0
8556006,0,0,0,0,1,0,0,1,0
995499,0,0,1,0,1,0,1,0,0
8437691,1,1,0,1,1,0,1,0,6
4277358,0,0,0,1,1,1,0,0,32
6459397,0,0,0,1,0,0,0,0,0
6762294,0,0,1,1,1,0,1,1,4
3013640,0,0,0,0,1,0,0,0,4
2065300,0,0,0,1,0,0,0,0,1
8090665,0,0,0,0,0,0,1,0,0
5050730,0,0,0,1,1,0,1,0,0
2334931,0,0,0,1,0,0,1,0,0
7797486,0,0,1,0,0,0,0,0,0
1715500,0,0,1,0,1,0,0,0,2
9042606,0,0,1,0,1,0,0,0,1
4241809,0,0,1,0,0,0,0,0,1
4017532,0,0,1,0,0,0,1,0,1
5230682,0,0,1,0,1,0,1,1,0
9182265,0,1,0,1,0,1,0,1,0
4515113,0,0,0,1,1,0,0,1,12
3886407,0,0,0,0,1,0,1,0,0
8828482,0,1,1,1,0,0,0,0,0
88624,0,0,0,1,0,0,0,0,7
5060651,0,0,0,0,0,0,1,0,0
4713910,0,0,0,1,0,0,0,0,0
1608008,0,0,1,0,1,0,1,0,0
1383693,0,0,1,1,1,1,0,0,0
957894,0,0,0,1,1,0,1,1,5
6626839,0,0,0,1,0,0,1,1,0
1448310,0,1,0,1,1,1,0,0,0
3348312,0,1,0,0,1,0,1,1,0
8356876,0,0,1,0,1,0,1,0,1
3742666,0,1,0,0,1,1,0,0,1
15440,0,0,1,0,0,0,0,0,0
2383782,0,0,0,0,0,1,1,0,4
4277358,0,0,0,1,1,1,0,0,23
8437691,1,1,0,1,1,0,1,0,1
5085930,0,0,1,0,0,0,0,0,0
7283197,0,1,1,0,1,0,0,0,0
7545778,0,0,1,1,0,1,0,0,0
5709541,1,0,0,1,1,1,1,1,15
3447194,0,0,1,1,1,0,0,0,1
4389084,0,0,1,1,1,0,1,0,0
3631871,0,0,0,1,0,0,1,0,0
7146208,0,0,0,1,1,0,0,0,138
323619,0,0,0,0,0,0,0,0,2
6969590,0,0,0,0,0,0,0,0,0
9042606,0,0,1,0,1,0,1,0,2
5750637,0,1,0,0,0,0,1,0,0
5780014,0,0,0,0,0,1,0,0,0
7351389,0,0,0,1,1,0,1,0,1
6244880,0,0,0,0,1,1,0,0,10
6041901,0,0,1,0,1,0,1,0,0
7287803,0,0,0,0,1,1,1,0,0
8828482,0,1,1,1,1,0,0,0,1
4949926,0,0,1,0,1,0,1,0,4
3822304,0,1,0,0,1,0,1,0,2
4949926,0,0,1,0,1,0,0,0,2
8556006,0,0,0,0,1,0,0,0,1
4863711,0,1,0,0,0,0,0,0,1
2001334,0,0,0,1,0,0,0,0,1
5259241,0,0,1,0,1,0,0,0,0
1027350,0,0,1,0,0,0,1,0,0
3348312,0,1,0,0,0,0,1,0,0
5718597,0,0,0,1,1,0,0,0,0
3034673,0,0,0,0,0,0,0,0,0
4458505,0,0,0,1,0,0,0,0,0
6284602,0,0,1,0,0,1,1,0,0
5085930,0,0,1,0,0,0,0,0,2
3245741,0,1,1,0,1,0,0,0,1
4631530,0,0,1,1,0,1,1,0,1
3037056,0,0,0,0,0,0,0,0,0
6208090,0,0,0,0,0,0,1,1,0
4652188,0,0,0,0,1,0,0,0,0
6208090,0,0,0,0,1,0,0,0,0
1578017,0,0,0,1,0,1,0,0,8
4061236,0,1,1,0,0,0,0,0,1
3381406,0,0,1,0,1,0,1,0,0
3930682,0,0,1,0,0,0,1,0,0
8225880,0,0,1,0,0,0,1,0,0
683161,0,0,0,1,1,1,0,0,0
2685179,0,0,1,0,1,0,1,0,0
6519042,0,0,1,0,0,0,0,0,0
8437691,1,1,0,1,1,0,1,1,3
147188,0,1,0,1,1,0,0,0,0
1552890,0,1,0,0,1,0,0,0,0
5468364,0,0,1,1,1,1,1,0,0
2854112,0,0,1,0,1,1,1,0,0
4389084,0,0,1,1,1,0,0,0,0
8437691,1,1,0,1,0,1,1,1,26
2522489,0,0,0,1,1,1,0,0,0
3305711,0,0,1,0,0,0,0,0,0
2587859,0,1,1,1,0,0,0,0,0
1629007,0,0,0,1,1,0,0,0,0
8437691,1,1,0,1,1,0,1,1,2
3565992,0,0,0,1,0,0,1,0,0
1427380,0,0,1,1,0,0,1,0,1
6271319,0,0,0,1,1,0,1,1,5
8437691,1,1,0,1,1,0,1,1,5
1427380,0,0,1,1,1,0,1,0,0
2442059,0,0,1,0,1,0,1,0,0
5162706,0,0,1,1,1,0,1,0,0
4564673,0,0,1,1,1,0,0,0,1
3742666,0,1,0,0,1,0,1,0,1
3742385,0,0,1,0,1,0,0,1,0
789218,0,0,0,0,1,0,1,0,0
2294576,0,0,0,1,0,0,0,0,0
3948053,0,0,1,0,0,0,0,0,0
4140149,0,0,1,1,0,0,1,0,0
109045,0,0,1,0,0,0,1,0,1
1427380,0,0,1,1,1,0,1,0,1
1769618,0,0,0,1,1,0,1,1,0
565795,0,0,0,0,1,0,1,0,1
7283197,0,1,1,0,1,0,1,0,0
3033541,0,0,1,1,0,0,1,1,0
186884,0,0,0,1,1,1,1,0,3
8437691,1,1,0,1,1,0,1,0,7
8437691,1,1,0,1,1,0,1,0,8
6471659,0,0,0,1,0,0,1,0,2
8944532,0,0,1,0,1,0,1,0,8
873942,0,1,1,1,0,1,0,1,0
1584646,0,0,0,1,0,1,0,0,0
5185708,0,0,1,0,0,0,0,0,0
6215407,0,0,0,1,1,0,0,0,0
4301475,0,0,1,0,0,0,0,0,1
3930682,0,0,1,0,0,0,1,0,0
887299,0,0,1,0,1,0,1,0,0
9078128,0,0,1,1,1,0,0,0,0
1907459,0,0,1,0,1,0,1,0,0
4992239,0,0,0,0,1,0,0,0,0
2875197,0,0,1,0,0,0,1,0,0
2247534,1,0,0,1,1,0,1,0,3
6472251,0,0,1,0,0,0,1,0,1
2442059,0,0,1,0,1,0,1,0,2
335233,0,1,0,0,0,1,0,0,0
8321830,0,0,1,0,0,0,0,0,0
8321830,0,0,1,0,0,0,0,0,0
1559022,0,0,0,0,1,0,1,0,3
8279415,0,0,1,0,1,1,1,0,0
1427380,0,0,1,1,1,0,1,0,0
2229006,0,0,1,0,1,0,1,0,0
8660612,0,0,0,0,1,0,1,0,0
3359986,0,0,1,1,1,0,0,0,0
732954,0,0,0,0,1,0,0,0,0
7893246,0,0,1,1,1,0,0,0,0
8580804,0,0,0,1,0,0,1,0,0
6208090,0,0,0,0,0,0,1,0,0
8678560,1,0,0,1,1,0,0,0,64
7797486,0,0,1,0,0,0,0,0,0
887299,0,0,1,0,1,0,1,0,0
1731553,0,1,1,0,1,0,1,0,2
2043404,0,1,1,1,0,0,1,0,0
2229006,0,0,1,0,1,0,1,1,0
3013640,0,0,0,0,1,0,0,0,4
1559022,0,0,0,0,0,1,0,0,1
8437691,1,1,0,1,1,0,1,0,2
820600,0,0,1,0,0,1,1,0,2
8335642,0,1,0,0,1,0,1,0,0
5819240,0,0,0,0,1,0,1,0,5
2346371,0,1,0,1,0,0,1,0,1
8437691,1,1,0,1,1,0,1,0,3
7283197,0,1,1,0,1,1,1,0,0
4137013,0,0,1,0,0,0,1,1,0
7494928,0,0,0,0,0,0,1,0,0
8355591,0,0,0,1,0,0,0,0,1
3157575,0,0,0,1,1,1,0,0,0
4911354,0,0,0,0,1,0,0,0,0
3614453,0,0,0,0,0,1,0,0,0
1559022,0,0,0,0,0,0,1,0,20
820600,0,0,1,0,0,0,1,0,5
1236856,0,0,0,1,1,1,1,0,0
283096,0,0,0,1,0,0,1,1,5
8437691,1,1,0,1,0,0,1,0,1
8437691,1,1,0,1,0,0,1,0,1
8437691,1,1,0,1,0,0,1,0,2
6847799,0,0,1,0,0,0,1,0,0
5554035,0,0,1,0,1,0,1,0,26
3742666,0,1,0,0,0,0,0,0,0
5669885,0,0,1,0,0,0,0,0,0
2926450,0,0,1,1,0,0,0,0,0
2043404,0,1,1,1,0,0,1,1,1
9072350,0,0,0,0,1,0,0,0,3
5750637,0,1,0,0,1,0,1,0,0
6936583,0,0,0,0,0,0,0,0,3
2043404,0,1,1,1,0,0,1,0,0
5750637,0,1,0,0,1,0,1,1,0
4626172,0,0,0,1,1,0,1,1,4
7774996,0,0,0,0,0,1,1,0,0
551416,0,0,1,1,1,0,1,0,1
670693,0,1,0,0,0,0,0,0,0
1236856,0,0,0,1,1,1,1,0,46
6847799,0,0,1,0,0,0,0,0,2
6244880,0,0,0,0,1,0,0,1,0
4241216,0,0,1,0,1,0,0,0,3
4519574,0,1,0,0,0,0,0,0,0
683116,0,0,0,1,1,1,0,0,0
2580912,0,0,1,0,1,1,1,0,0
5612894,0,0,0,1,1,0,1,0,0
6208090,0,0,0,0,0,0,1,0,1
6603378,0,0,0,1,1,0,0,0,1
566071,1,0,0,1,1,0,1,0,1
8482199,0,1,0,0,0,0,0,0,1
1042193,0,0,0,1,1,0,1,0,4
8428869,0,0,0,1,1,0,1,1,5
8437691,1,1,0,1,1,0,1,0,2
8437691,1,1,0,1,1,0,1,0,3
6603378,0,0,0,1,1,0,0,0,1
8968661,0,0,0,0,1,0,1,0,0
1982529,0,0,1,0,1,0,1,0,0
5612894,0,0,0,1,1,0,1,0,0
6208090,0,0,0,0,1,0,1,0,1
4454615,0,0,1,1,1,1,0,0,0
6603378,0,0,0,1,1,0,1,0,3
9093290,0,0,1,0,1,0,0,0,0
4086497,0,0,1,0,1,0,1,0,6
8437691,1,1,0,1,1,0,1,0,4
9228249,0,0,1,0,1,0,1,0,0
5650509,0,0,1,0,1,0,1,0,0
9070837,0,1,0,0,0,0,1,0,21
952094,0,0,0,1,1,1,0,0,15
2914185,0,0,1,0,0,0,1,0,0
6874033,0,0,0,0,1,0,1,0,0
5926091,0,0,0,1,0,0,0,0,1
8437691,1,1,0,1,0,1,1,0,5
6820031,0,1,0,1,0,0,0,0,0
641743,0,0,0,0,1,0,1,0,0
2549619,1,0,0,0,0,0,1,1,1
4241809,0,0,1,0,0,0,0,0,0
6208090,0,0,0,0,0,0,1,0,0
3774709,0,0,1,0,1,0,1,0,1
9222506,0,0,0,0,1,0,0,0,0
5625147,0,1,0,1,0,1,0,0,1
6244880,0,0,0,0,1,0,1,1,0
3576483,0,0,1,0,1,0,1,0,0
1544552,0,0,1,0,0,0,1,1,0
5554035,0,0,1,0,1,0,0,0,0
283096,0,0,0,1,1,0,1,0,1
8556006,0,0,0,0,1,0,0,0,0
1948933,0,0,1,0,1,1,1,0,0
1427380,0,0,1,1,1,0,1,0,1
2946820,0,0,0,1,0,0,1,0,0
233776,0,0,1,0,1,0,1,0,0
8556006,0,0,0,0,1,0,0,0,3
5557763,0,0,1,1,1,0,1,0,0
8437691,1,1,0,1,1,0,1,1,6
5710303,0,0,1,0,1,0,0,0,0
7254569,0,1,1,0,0,1,0,0,0
4515113,0,0,0,1,1,0,0,1,14
8437691,1,1,0,1,1,0,1,0,6
8556006,0,0,0,0,1,0,0,0,0
5597224,0,0,0,1,1,0,1,0,5
8437691,1,1,0,1,1,0,1,0,8
5720152,0,0,0,0,1,0,1,0,0
6433676,0,1,0,1,1,0,1,0,0
8208524,0,0,0,1,1,0,1,0,6
9129675,0,1,0,0,1,0,1,0,0
2841789,0,0,1,0,1,0,0,0,0
5437360,0,1,0,0,0,0,1,0,0
6472251,0,0,1,0,1,0,1,0,4
8737314,0,0,1,0,1,0,1,0,0
1027949,0,0,0,0,0,0,0,0,0
8404848,0,0,0,0,1,0,1,1,0
5261616,1,0,1,0,0,0,1,0,1
9181460,0,0,1,1,0,0,0,0,0
4528814,0,0,0,1,1,0,1,0,0
8740043,0,0,0,0,1,0,0,0,0
4515113,0,0,0,1,1,0,0,0,2
3281097,1,0,0,1,1,0,0,1,0
797101,0,0,1,1,1,0,0,0,0
8449182,1,0,0,1,0,0,0,0,0
4289025,0,0,0,0,0,0,0,0,1
8109964,0,0,1,0,0,0,1,0,0
2535630,0,0,1,0,1,0,0,0,1
3266706,0,0,0,1,0,0,0,0,0
8432205,0,0,0,0,0,0,0,0,0
1295263,0,1,1,0,0,0,0,0,1
424327,0,0,1,1,0,0,0,0,0
4155541,0,0,1,0,1,0,0,0,9
7146208,0,0,0,1,1,1,0,0,23
9199286,0,0,0,1,1,0,0,1,81
923858,0,0,1,0,0,0,1,0,0
4515113,0,0,0,1,1,0,0,0,1
1626447,0,1,0,1,0,0,0,0,0
8898941,0,0,0,1,0,0,0,0,3
347326,1,0,0,1,1,0,1,0,5
2894227,1,1,0,1,1,0,1,1,1
2298511,0,0,1,0,0,0,0,0,0
7484654,1,0,0,1,0,0,0,0,2
8279653,0,1,0,0,0,0,0,0,2
5819240,0,0,0,0,1,0,1,0,1
1889657,0,0,1,0,1,0,0,0,0
5720152,0,0,0,0,1,0,1,0,0
692575,0,1,1,0,0,0,1,0,5
8052865,0,1,0,0,0,1,0,0,0
384730,0,0,1,1,1,0,1,0,0
1087609,0,0,1,0,1,1,0,0,0
4449242,0,0,0,1,0,1,0,0,0
8958218,0,0,1,1,1,1,1,0,3
8437691,1,1,0,1,0,1,1,0,1
927205,0,0,0,0,0,0,0,0,0
9042606,0,0,1,0,1,0,0,0,1
8437691,1,1,0,1,0,0,1,1,2
6873352,0,0,0,1,0,0,1,0,0
3614453,0,0,0,0,0,1,1,0,0
8437691,1,1,0,1,0,0,1,1,22
6318264,0,0,1,0,1,0,1,1,0
7664333,0,0,0,0,1,0,1,1,0
4503464,0,0,1,0,0,0,1,1,2
8437691,1,1,0,1,0,1,1,1,9
6646624,0,0,0,0,0,1,0,0,0
1427380,0,0,1,1,1,0,1,0,3
7713961,0,0,1,1,1,0,0,0,0
345299,0,0,0,1,1,0,1,0,35
8437691,1,1,0,1,1,0,1,0,1
4482230,0,0,0,0,1,0,1,1,1
3013640,0,0,0,0,1,0,0,0,4
8437691,1,1,0,1,1,0,1,0,12
8437691,1,1,0,1,1,0,1,0,1
8051890,0,1,1,1,1,0,1,0,0
8437691,1,1,0,1,1,0,1,0,3
8437691,1,1,0,1,1,0,1,0,2
7763238,0,0,1,0,1,0,0,1,0
683116,0,0,0,1,1,0,0,0,0
4525795,0,0,0,1,1,0,1,0,0
7283197,0,1,1,0,1,0,0,1,1
336853,0,0,1,0,1,0,1,1,1
-1,0,1,0,0,0,0,0,0,0
6208090,0,0,0,0,0,0,1,0,0
7506500,0,1,0,0,0,1,0,0,2
7283197,0,1,1,0,1,0,1,0,0
2962695,0,0,1,0,1,1,0,0,0
7283197,0,1,1,0,1,1,1,0,0
7283197,0,1,1,0,1,0,1,0,0
3638663,0,0,1,0,1,0,0,0,0
2229006,0,0,1,0,1,0,1,0,0
3674437,0,0,0,1,1,0,1,0,1
6017861,0,0,1,0,1,0,1,0,0
4277358,0,0,0,1,1,1,0,0,38
2850383,0,0,0,1,1,0,1,0,2
3721721,0,0,1,0,1,0,0,0,1
5612894,0,0,0,1,1,0,1,0,0
8438535,0,0,0,1,1,0,1,0,7
4086497,0,0,1,0,1,0,1,0,6
6847799,0,0,1,0,0,0,1,0,3
5612894,0,0,0,1,1,0,1,0,0
4193240,0,0,1,1,1,0,1,1,0
7402639,0,0,1,0,1,0,1,0,2
4277358,0,0,0,1,1,1,0,0,43
3674437,0,0,0,1,1,0,1,0,0
4518777,0,0,0,0,1,0,1,0,0
887299,0,0,1,0,1,0,1,0,0
1027949,0,0,0,0,0,0,0,0,0
6208090,0,0,0,0,0,0,1,0,0
442249,0,0,1,0,1,0,1,0,13
5705846,0,0,0,0,1,0,1,0,0
2229006,0,0,1,0,1,0,1,0,3
8898507,0,0,0,0,1,0,1,0,0
4086497,0,0,1,0,1,0,1,0,15
3721721,0,0,1,0,1,0,0,0,1
6331335,0,0,1,0,1,0,1,0,0
8437691,1,1,0,1,1,0,1,0,3
641743,0,0,0,0,1,0,1,0,6
8404848,0,0,0,0,1,0,1,0,0
6208090,0,0,0,0,0,0,0,0,2
5026464,0,0,0,0,1,0,0,0,0
7028851,0,0,0,0,1,1,0,0,0
7028851,0,0,0,0,1,1,0,0,0
345299,0,0,0,1,1,0,1,0,7
4382274,0,0,1,1,1,0,0,1,0
3742666,0,1,0,0,0,0,1,0,0
4515113,0,0,0,1,1,0,0,1,3
601511,0,0,0,1,1,0,0,0,3
6891254,0,0,1,0,0,0,0,0,0
692575,0,1,1,0,0,0,0,0,1
8437691,1,1,0,1,1,0,0,1,7
4194941,0,0,0,1,0,0,0,0,0
3555538,0,0,0,0,1,0,1,0,5
8271793,0,0,0,0,0,0,1,0,3
8468390,0,0,1,0,0,0,1,0,1
3100720,0,0,0,1,0,1,1,0,0
2478667,0,0,0,0,1,0,0,0,1
4564673,0,0,1,1,1,1,0,0,0
7126074,0,0,1,1,1,0,1,0,0
8437691,1,1,0,1,1,0,1,0,1
4600752,0,0,1,0,1,0,1,0,2
962050,0,0,0,0,1,0,0,0,0
1427380,0,0,1,1,1,0,1,0,0
8158073,0,0,0,0,1,0,1,0,0
7252360,0,0,0,1,1,0,1,1,3
4600752,0,0,1,0,1,0,1,0,0
9042606,0,0,1,0,1,0,1,0,1
6472251,0,0,1,0,1,0,1,0,9
4494035,0,0,0,1,1,0,1,0,8
8815457,0,0,1,0,1,0,1,0,0
4127779,0,0,0,1,1,0,1,0,0
873942,0,1,1,1,0,1,0,1,0
9040477,0,0,0,1,0,1,1,0,0
7506500,0,1,0,0,0,1,0,0,0
8751752,0,0,0,1,1,0,0,0,4
1302069,0,0,0,1,1,0,1,0,3
2554358,0,0,1,0,0,0,0,0,4
1391964,0,0,1,0,1,0,1,0,0
1223133,0,0,0,1,1,0,1,0,0
3056478,0,0,0,1,1,1,1,0,16
4494035,0,0,0,1,0,1,1,0,0
8437691,1,1,0,1,0,0,1,0,0
8437691,1,1,0,1,0,0,1,0,3
8437691,1,1,0,1,0,0,1,0,1
2519679,0,0,1,0,1,0,1,0,0
6041453,0,0,1,1,0,1,0,0,0
8437691,1,1,0,1,1,0,1,1,5
7283197,0,1,1,0,1,0,1,0,0
7283197,0,1,1,0,1,0,1,1,0
7283197,0,1,1,0,1,0,0,1,0
1559022,0,0,0,0,0,0,1,1,0
2157126,0,0,1,0,1,1,1,0,5
1599619,0,0,0,0,0,0,0,1,0
5981931,0,0,0,1,1,0,1,1,0
4503464,0,0,1,0,1,0,1,0,0
2229006,0,0,1,0,1,0,1,0,0
2229006,0,0,1,0,1,0,1,0,1
8559861,0,0,0,0,0,0,0,0,1
5871997,0,0,0,1,0,0,1,0,7
7283197,0,1,1,0,1,0,1,0,3
7283197,0,1,1,0,1,0,1,0,4
7283197,0,1,1,0,1,0,1,0,0
9164063,0,0,1,0,1,0,0,0,0
8898507,0,0,0,0,1,0,1,0,0
8438535,0,0,0,1,0,0,1,0,1
2145092,0,1,0,1,1,0,1,0,8
7283197,0,1,1,0,0,0,0,0,0
4255820,0,0,0,0,1,1,0,0,0
1427380,0,0,1,1,1,1,1,0,1
2423199,0,0,0,1,0,0,0,0,1
4632136,0,0,1,1,1,0,1,0,1
9129675,0,1,0,0,1,0,1,0,0
6200809,0,0,0,1,1,1,0,1,1
1559022,0,0,0,0,0,0,1,0,15
8428869,0,0,0,1,0,0,0,0,3
9199286,0,0,0,1,0,0,0,0,5
2674196,0,0,1,0,0,1,1,0,0
3179296,0,0,1,1,1,1,0,0,0
9199286,0,0,0,1,0,0,0,0,13
3089090,1,0,0,1,0,1,0,0,0
1642944,0,0,1,1,0,1,0,0,2
4467649,0,0,0,1,1,1,1,1,0
4560484,0,0,0,1,1,0,1,0,0
1236856,0,0,0,1,1,0,0,0,0
3568863,0,0,0,1,1,0,0,0,2
9039504,0,0,0,1,1,1,1,1,0
2069724,0,0,0,1,1,1,0,1,6
9199286,0,0,0,1,0,1,0,1,11
345299,0,0,0,1,1,0,1,1,2
6244880,0,0,0,0,1,1,1,0,1
291706,0,0,0,0,0,0,0,0,1
3985931,0,1,0,1,0,0,1,0,0
4863711,0,1,0,0,1,0,0,0,1
6894874,0,0,0,1,1,1,0,0,0
2739203,0,1,1,0,0,0,1,0,2
3948053,0,0,1,0,0,0,0,0,0
464540,0,1,1,0,0,0,0,0,2
8734425,0,0,1,0,0,0,0,0,0
7668808,0,1,1,0,1,0,1,0,1
7693071,0,0,0,1,0,0,1,1,0
252015,0,1,0,1,1,0,1,0,2
3818477,0,0,0,1,0,0,0,0,0
3631865,1,0,0,0,0,0,0,0,23
8437691,1,1,0,1,1,0,0,0,0
8828482,0,1,1,1,1,0,1,0,0
3782871,0,0,0,1,0,0,0,0,0
8437691,1,1,0,1,1,0,1,1,1
8484231,0,0,1,0,1,0,1,0,2
1977880,0,0,0,0,0,0,1,0,2
8411837,0,1,1,0,0,0,1,0,0
7252360,0,0,0,1,1,0,1,1,4
5355993,0,0,0,1,1,0,0,0,0
7028851,0,0,0,0,0,0,0,0,0
4103620,0,0,0,1,1,0,0,0,0
5266227,0,0,1,0,0,1,1,0,0
8011980,0,1,1,0,1,1,0,0,3
3010444,0,0,0,1,1,0,0,0,0
1479200,0,0,1,0,0,1,1,0,1
4241809,0,0,1,0,0,0,0,0,0
1763773,0,1,1,0,1,0,0,0,0
2232753,0,0,1,0,1,0,0,0,0
135362,0,0,1,0,0,0,0,0,0
131026,0,1,1,1,0,0,0,0,1
8556006,0,0,0,0,1,0,0,0,60
8556006,0,0,0,0,1,0,0,0,0
2006133,0,0,0,0,1,0,0,0,0
411961,0,0,0,1,1,0,1,0,2
5723496,0,0,0,0,1,0,1,0,0
1587826,1,0,1,1,1,0,1,0,2
2587859,0,1,1,1,0,0,0,0,0
4515113,0,0,0,1,1,0,0,1,32
3179296,0,0,1,1,0,0,1,1,0
7133772,0,0,0,1,0,0,0,0,0
2043404,0,1,1,1,0,0,0,0,0
6044595,0,0,1,0,0,0,0,0,0
4389084,0,0,1,1,0,0,0,0,1
1418510,0,1,0,1,0,0,0,0,0
4863711,0,1,0,0,1,0,0,0,0
942149,0,0,0,1,0,0,0,1,2
7115624,0,0,0,0,0,0,1,0,6
6367785,0,0,0,0,1,0,0,0,1
6580078,0,0,1,0,0,1,0,0,0
5671996,0,1,1,0,0,0,0,0,0
9199286,0,0,0,1,0,1,0,1,7
6220362,0,0,1,1,0,0,1,1,0
3951787,0,0,0,1,1,1,1,0,1
4863711,0,1,0,0,0,0,1,0,3
2836663,1,1,0,1,0,1,1,0,9
4333774,0,0,1,1,1,0,0,0,0
2836663,1,1,0,1,0,0,0,0,16
931812,0,0,1,0,0,0,0,0,2
1559022,0,0,0,0,0,1,1,0,11
418893,0,0,0,1,0,0,0,0,0
5582363,1,0,0,1,1,1,1,0,1
8437691,1,1,0,1,0,0,0,0,2
8356876,0,0,1,0,0,0,1,1,14
6244880,0,0,0,0,1,1,1,1,0
9042606,0,0,1,0,1,0,0,0,21
3089090,1,0,0,1,1,0,1,1,1
2242650,0,0,0,0,1,0,0,0,0
1217040,0,0,0,0,1,0,1,1,0
8988678,0,0,0,0,1,0,0,0,1
1427380,0,0,1,1,1,0,1,0,1
5720152,0,0,0,0,1,0,1,0,7
3544787,0,0,0,1,1,0,1,0,0
2301492,0,1,1,0,0,0,0,0,0
6603378,0,0,0,1,1,0,0,1,1
554569,0,0,0,0,0,0,1,0,11
1923683,0,0,0,0,1,0,1,0,0
6101637,0,0,0,0,1,0,1,0,1
1671528,0,0,1,0,1,0,0,0,0
565342,0,0,0,0,1,0,1,0,0
5177997,0,0,1,0,1,0,1,0,0
7005361,0,0,1,0,1,0,1,0,1
8437691,1,1,0,1,1,0,1,0,13
7064329,0,0,0,1,1,0,1,0,9
