jobid,filename,file,mpi_size,code_version,runid,graph,metis_zero_based,tweets,stats,params,discount,corr,source_map,indir,outdir,features,sources,samples,epsilon,max_depth,max_nodes,sample_split,seed,command,topic,setuptime,cfeatures,csources,csamples,mae_retweet_probability,mae_mean_retweets,mape_retweet_probability,mape_mean_retweets,runtime,totaltime,nodes,mpiprocs,walltime,grid,opt
1349565,out-val-opt-fpoe_1341842_1349565.hawk-pbs5-20210903T1835.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1341842_1349565.hawk-pbs5/out-val-opt-fpoe_1341842_1349565.hawk-pbs5-20210903T1835.txt,128,v0.2-36-g06ec3af,val-opt-fpoe_1341842_1349565.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,out/opt-fpoe_1341842.hawk-pbs5/params-fpoe-opt-fpoe_1341842.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1341842_1349565.hawk-pbs5,1,256,1000,1.0,,,1,255697882385975192550305520282094955487,val,fpoe_20201110,0.7142252922058105,132,256,1000,0.0007105607502574,0.9445863637095318,0.0015009637446096,0.190005079555213,459.7136685848236,465.2547385692597,1,,,,
1349566,out-val-opt-fpoe_1341842_1349566.hawk-pbs5-20210903T1835.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1341842_1349566.hawk-pbs5/out-val-opt-fpoe_1341842_1349566.hawk-pbs5-20210903T1835.txt,128,v0.2-36-g06ec3af,val-opt-fpoe_1341842_1349566.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,out/opt-fpoe_1341842.hawk-pbs5/params-fpoe-opt-fpoe_1341842.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1341842_1349566.hawk-pbs5,1,256,1000,1.0,,,1,279691278302298872067599711595386061390,val,fpoe_20201110,1.498753309249878,132,256,1000,0.000631522338663,0.938174359180898,0.0013340057608035,0.1887152944414549,481.3822226524353,487.20403480529785,1,,,,
1349567,out-val-opt-fpoe_1341842_1349567.hawk-pbs5-20210903T1835.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1341842_1349567.hawk-pbs5/out-val-opt-fpoe_1341842_1349567.hawk-pbs5-20210903T1835.txt,128,v0.2-36-g06ec3af,val-opt-fpoe_1341842_1349567.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,out/opt-fpoe_1341842.hawk-pbs5/params-fpoe-opt-fpoe_1341842.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1341842_1349567.hawk-pbs5,1,256,1000,1.0,,,1,262978594781172300307778239518775514456,val,fpoe_20201110,0.6205058097839355,132,256,1000,0.0006147892956043,0.9783060488128428,0.001298659464292,0.1967878489204941,448.2293016910553,453.2434601783752,1,,,,
1349664,out-val-opt-fpoe_1336184_1349664.hawk-pbs5-20210903T2118.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1336184_1349664.hawk-pbs5/out-val-opt-fpoe_1336184_1349664.hawk-pbs5-20210903T2118.txt,128,v0.2-36-g4a586af,val-opt-fpoe_1336184_1349664.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,data/params-fpoe-1336184.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1336184_1349664.hawk-pbs5,1,256,1000,1.0,,,1,7307542624271592120524815829818083312,val,fpoe_20201110,0.6573467254638672,132,256,1000,0.0007364307029249,1.965474746148062,0.0015556105302851,0.3953584339700076,453.319263458252,458.2801630496979,1,128,00:30:00,,
1349665,out-val-opt-fpoe_1336184_1349665.hawk-pbs5-20210903T2120.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1336184_1349665.hawk-pbs5/out-val-opt-fpoe_1336184_1349665.hawk-pbs5-20210903T2120.txt,128,v0.2-36-g4a586af,val-opt-fpoe_1336184_1349665.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,data/params-fpoe-1336184.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1336184_1349665.hawk-pbs5,1,256,1000,1.0,,,1,130889902798738243059375053584317744328,val,fpoe_20201110,0.6310756206512451,132,256,1000,0.0006701783885747,2.1525136436849266,0.0014156614523209,0.4329816116610839,457.4902033805847,462.4303579330444,1,128,00:30:00,,
1349666,out-val-opt-fpoe_1336184_1349666.hawk-pbs5-20210903T2120.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1336184_1349666.hawk-pbs5/out-val-opt-fpoe_1336184_1349666.hawk-pbs5-20210903T2120.txt,128,v0.2-36-g4a586af,val-opt-fpoe_1336184_1349666.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,data/params-fpoe-1336184.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1336184_1349666.hawk-pbs5,1,256,1000,1.0,,,1,90089911210255817586197733491134095477,val,fpoe_20201110,0.647791862487793,132,256,1000,0.0006999888768653,2.055551269695307,0.0014786320880012,0.4134774728215089,416.5240943431854,421.6265132427216,1,128,00:30:00,,
1349667,out-val-opt-fpoe_1336184_1349667.hawk-pbs5-20210903T2120.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1336184_1349667.hawk-pbs5/out-val-opt-fpoe_1336184_1349667.hawk-pbs5-20210903T2120.txt,128,v0.2-36-g4a586af,val-opt-fpoe_1336184_1349667.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,data/params-fpoe-1336184.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1336184_1349667.hawk-pbs5,1,256,1000,1.0,,,1,24034150598116572983033084154516463184,val,fpoe_20201110,0.6559240818023682,132,256,1000,0.0007138036708894,2.0322786495499807,0.0015078139770402,0.4087961475218238,434.1293611526489,439.13644433021545,1,128,00:30:00,,
1349668,out-val-opt-fpoe_1336184_1349668.hawk-pbs5-20210903T2121.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1336184_1349668.hawk-pbs5/out-val-opt-fpoe_1336184_1349668.hawk-pbs5-20210903T2121.txt,128,v0.2-36-g4a586af,val-opt-fpoe_1336184_1349668.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,data/params-fpoe-1336184.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1336184_1349668.hawk-pbs5,1,256,1000,1.0,,,1,86352367416912624295367414552338580945,val,fpoe_20201110,0.7744781970977783,132,256,1000,0.0005768044354181,2.099193148155288,0.0012184215705399,0.4222561074782311,420.9751906394959,426.23962235450745,1,128,00:30:00,,
1349669,out-val-opt-fpoe_1336200_1349669.hawk-pbs5-20210903T2121.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1336200_1349669.hawk-pbs5/out-val-opt-fpoe_1336200_1349669.hawk-pbs5-20210903T2121.txt,128,v0.2-36-g4a586af,val-opt-fpoe_1336200_1349669.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,data/params-fpoe-1336200.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1336200_1349669.hawk-pbs5,1,256,1000,1.0,,,1,25366898047523012449478669373368697599,val,fpoe_20201110,0.6323072910308838,132,256,1000,0.000764143984423,1.013027839968565,0.0016141510994873,0.2037721935440326,434.08879804611206,439.2147126197815,1,128,00:30:00,,
1349670,out-val-opt-fpoe_1336200_1349670.hawk-pbs5-20210903T2121.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1336200_1349670.hawk-pbs5/out-val-opt-fpoe_1336200_1349670.hawk-pbs5-20210903T2121.txt,128,v0.2-36-g4a586af,val-opt-fpoe_1336200_1349670.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,data/params-fpoe-1336200.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1336200_1349670.hawk-pbs5,1,256,1000,1.0,,,1,273728157229027860192125469802850016510,val,fpoe_20201110,0.6841506958007812,132,256,1000,0.0007078138421615,1.0114451923554626,0.0014951612717595,0.2034538414089728,412.9639859199524,418.07310152053833,1,128,00:30:00,,
1349671,out-val-opt-fpoe_1336200_1349671.hawk-pbs5-20210903T2121.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1336200_1349671.hawk-pbs5/out-val-opt-fpoe_1336200_1349671.hawk-pbs5-20210903T2121.txt,128,v0.2-36-g4a586af,val-opt-fpoe_1336200_1349671.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,data/params-fpoe-1336200.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1336200_1349671.hawk-pbs5,1,256,1000,1.0,,,1,105811052402458813672117413753270296436,val,fpoe_20201110,0.6424109935760498,132,256,1000,0.0006758630548245,1.067811083155351,0.0014276695430267,0.2147919317912795,430.3423268795013,435.5813250541687,1,128,00:30:00,,
1349672,out-val-opt-fpoe_1336200_1349672.hawk-pbs5-20210903T2121.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1336200_1349672.hawk-pbs5/out-val-opt-fpoe_1336200_1349672.hawk-pbs5-20210903T2121.txt,128,v0.2-36-g4a586af,val-opt-fpoe_1336200_1349672.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,data/params-fpoe-1336200.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1336200_1349672.hawk-pbs5,1,256,1000,1.0,,,1,31298121364342319774213206478584419786,val,fpoe_20201110,0.7300138473510742,132,256,1000,0.000704670266471,0.9991494289391044,0.0014885208921183,0.2009805286491501,438.4369931221008,443.4475882053375,1,128,00:30:00,,
1349673,out-val-opt-fpoe_1336200_1349673.hawk-pbs5-20210903T2121.txt,/Users/ian/duck/hawk/propagation/out/val-opt-fpoe_1336200_1349673.hawk-pbs5/out-val-opt-fpoe_1336200_1349673.hawk-pbs5-20210903T2121.txt,128,v0.2-36-g4a586af,val-opt-fpoe_1336200_1349673.hawk-pbs5,data/anon_graph_outer_fpoe_20201110.npz,False,data/sim_features_fpoe_20201110.csv,,data/params-fpoe-1336200.hawk-pbs5.csv,,,,data,out/val-opt-fpoe_1336200_1349673.hawk-pbs5,1,256,1000,1.0,,,1,172684241283029372424037256935051980827,val,fpoe_20201110,0.8023879528045654,132,256,1000,0.0007209723101852,1.061961772615002,0.0015229567606477,0.2136153334861786,452.1918869018554,457.1154408454895,1,128,00:30:00,,
1349679,out-discount-neos_1349679.hawk-pbs5-20210903T2201.txt,/Users/ian/duck/hawk/propagation/out/discount-neos_1349679.hawk-pbs5/out-discount-neos_1349679.hawk-pbs5-20210903T2201.txt,1024,v0.2-37-g9665f46,discount-neos_1349679.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,,,,data,out/discount-neos_1349679.hawk-pbs5,1,50,100,0.01,,,1,307798764507304571687474848303819898964,learn_discount,neos,13.236234188079834,,,,,,,,220.8402976989746,235.96403574943545,8,1024,10:00:00,,
1349680,out-corr-neos_1349680.hawk-pbs5-20210903T2209.txt,/Users/ian/duck/hawk/propagation/out/corr-neos_1349680.hawk-pbs5/out-corr-neos_1349680.hawk-pbs5-20210903T2209.txt,1024,v0.2-37-g9665f46,corr-neos_1349680.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,,,,data,out/corr-neos_1349680.hawk-pbs5,1,50,100,0.0001,,,1,211134202453652549519544509114610117996,learn_corr,neos,12.811795234680176,,,,,,,,239.88758492469788,254.79393076896667,8,1024,10:00:00,,
1349681,out-val-learn-discount-neos_1349679.hawk-pbs5_1349681.hawk-pbs5-20210903T2217.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349681.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349681.hawk-pbs5-20210903T2217.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349681.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349681.hawk-pbs5,1,64,100,1.0,,,1,52583269866904513131521003633538292836,val,neos,1.7777764797210691,91,64,100,0.0042890601888825,0.7243812965871231,0.0092255737510792,0.2018757778425257,4.230461597442627,8.117679119110107,1,128,00:30:00,,
1349682,out-val-learn-discount-neos_1349679.hawk-pbs5_1349682.hawk-pbs5-20210903T2217.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349682.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349682.hawk-pbs5-20210903T2217.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349682.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349682.hawk-pbs5,1,256,1000,1.0,,,1,220083138409305045777522046437743114323,val,neos,1.934969186782837,91,256,1000,0.000706969340368,0.4787227800636472,0.0015206589560628,0.1334138996293945,79.92565965652466,83.72171473503113,1,128,00:30:00,,
1349683,out-val-learn-discount-neos_1349679.hawk-pbs5_1349683.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349683.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349683.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349683.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349683.hawk-pbs5,1,64,100,1.0,,,1,283615647101921362463769148551814863995,val,neos,1.8180878162384035,91,64,100,0.0046615260949952,0.7606115431945727,0.0100267310058811,0.2119726829528107,4.214542627334595,7.921947002410889,1,128,00:30:00,,
1349684,out-val-learn-discount-neos_1349679.hawk-pbs5_1349684.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349684.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349684.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349684.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349684.hawk-pbs5,1,256,1000,1.0,,,1,92533117586379005787923751125840951856,val,neos,1.783682346343994,91,256,1000,0.0006224579005162,0.4759104233709214,0.0013388786856009,0.1326301318849904,78.92692160606384,82.62454962730408,1,128,00:30:00,,
1349685,out-val-learn-discount-neos_1349679.hawk-pbs5_1349685.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349685.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349685.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349685.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349685.hawk-pbs5,1,64,100,1.0,,,1,164746468070874863935372702760025352198,val,neos,1.485135793685913,91,64,100,0.0046747521953095,0.734777039409623,0.0100551797472172,0.204772938051425,4.32648229598999,8.083242893218994,1,128,00:30:00,,
1349686,out-val-learn-discount-neos_1349679.hawk-pbs5_1349686.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349686.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349686.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349686.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349686.hawk-pbs5,1,256,1000,1.0,,,1,134527258448473665092425328243866836466,val,neos,1.8310298919677732,91,256,1000,0.0005929334335156,0.4327111175533116,0.0012753728974375,0.1205910393445354,79.47988653182983,83.17185091972351,1,128,00:30:00,,
1349687,out-val-learn-discount-neos_1349679.hawk-pbs5_1349687.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349687.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349687.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349687.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349687.hawk-pbs5,1,64,100,1.0,,,1,310009486594231461680597777284454195384,val,neos,1.5382096767425537,91,64,100,0.0040593567000012,0.6626026511051816,0.0087314919745985,0.1846588616003701,4.118972539901733,8.116503477096558,1,128,00:30:00,,
1349688,out-val-learn-discount-neos_1349679.hawk-pbs5_1349688.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349688.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349688.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349688.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349688.hawk-pbs5,1,256,1000,1.0,,,1,129003218176614802504736351350025751944,val,neos,1.8574647903442385,91,256,1000,0.0005887919888275,0.4886154680819547,0.0012664648379271,0.1361708649155752,77.4109160900116,81.15168857574463,1,128,00:30:00,,
1349689,out-val-learn-discount-neos_1349679.hawk-pbs5_1349689.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349689.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349689.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349689.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349689.hawk-pbs5,1,64,100,1.0,,,1,72664416730165796866182793947021026508,val,neos,2.1572906970977783,91,64,100,0.0046818407638403,0.6227024078024406,0.0100704269363193,0.1735391754754011,4.184142112731934,8.260661125183105,1,128,00:30:00,,
1349690,out-val-learn-discount-neos_1349679.hawk-pbs5_1349690.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349690.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349690.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349690.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349690.hawk-pbs5,1,256,1000,1.0,,,1,173854699929974669425862009669550654131,val,neos,1.9531400203704836,91,256,1000,0.0006733164206565,0.4600492107710436,0.0014482730535422,0.1282098153387018,82.95794534683228,86.83906722068787,1,128,00:30:00,,
1349691,out-val-learn-discount-neos_1349679.hawk-pbs5_1349691.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349691.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349691.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349691.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349691.hawk-pbs5,1,64,100,1.0,,,1,200921852256117026851107157993657063934,val,neos,1.4585773944854736,91,64,100,0.0043105392949076,0.6905972239508328,0.0092717743330284,0.1924605900480969,4.168046712875366,8.08744502067566,1,128,00:30:00,,
1349692,out-val-learn-discount-neos_1349679.hawk-pbs5_1349692.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349692.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349692.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349692.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349692.hawk-pbs5,1,256,1000,1.0,,,1,188284564838916446837427257055485306743,val,neos,1.49167799949646,91,256,1000,0.0006782568707363,0.4614917365780968,0.0014588997373769,0.1286118287820759,81.30131697654724,85.37717890739441,1,128,00:30:00,,
1349693,out-val-learn-discount-neos_1349679.hawk-pbs5_1349693.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349693.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349693.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349693.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349693.hawk-pbs5,1,64,100,1.0,,,1,55345408316936675426102140114237065973,val,neos,1.5232973098754885,91,64,100,0.004456710628716,0.7170354290342638,0.0095861822361485,0.199828578759462,4.16646671295166,8.311279058456421,1,128,00:30:00,,
1349694,out-val-learn-discount-neos_1349679.hawk-pbs5_1349694.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349694.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349694.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349694.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349694.hawk-pbs5,1,256,1000,1.0,,,1,326728096568924486579808829596079849437,val,neos,2.0373101234436035,91,256,1000,0.0006146267255236,0.4498948071300611,0.0013220341837123,0.125379913264741,80.76064538955688,84.68728637695312,1,128,00:30:00,,
1349695,out-val-learn-discount-neos_1349679.hawk-pbs5_1349695.hawk-pbs5-20210903T2218.txt,/Users/ian/duck/hawk/propagation/out/val-learn-discount-neos_1349679.hawk-pbs5_1349695.hawk-pbs5/out-val-learn-discount-neos_1349679.hawk-pbs5_1349695.hawk-pbs5-20210903T2218.txt,128,v0.2-37-g9665f46,val-learn-discount-neos_1349679.hawk-pbs5_1349695.hawk-pbs5,data/anon_graph_outer_neos_20201110.npz,False,data/sim_features_neos_20201110.csv,,,out/discount-neos_1349679.hawk-pbs5/discount-neos-discount-neos_1349679.hawk-pbs5.csv,out/corr-neos_1349680.hawk-pbs5/corr-neos-corr-neos_1349680.hawk-pbs5.csv,,data,out/val-learn-discount-neos_1349679.hawk-pbs5_1349695.hawk-pbs5,1,64,100,1.0,,,1,69278678765948421162772508700453313591,val,neos,1.7684814929962158,91,64,100,0.0041077402441518,0.8034927677588142,0.0088355627815452,0.2239231303270482,4.237872362136841,7.901204824447632,1,128,00:30:00,,
